Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2002,5,653,CHI,Chicago Bulls,Eddy Curry,"December 5, 1982",19.0,NBA,C,72.0,31.0,1150.0,8.7,17.4,0.5,0.0,0.0,,8.7,17.4,0.5,4.8,7.4,0.66,5.1,7.4,12.5,1.2,0.7,2.4,3.2,8.0,22.3,103.0,107.0
2003,5,653,CHI,Chicago Bulls,Eddy Curry,"December 5, 1982",20.0,NBA,C,81.0,48.0,1571.0,10.9,18.7,0.58,0.0,0.0,,10.9,18.7,0.58,5.8,9.4,0.62,3.8,7.7,11.5,1.2,0.6,2.0,4.5,7.4,27.7,106.0,106.0
2004,5,653,CHI,Chicago Bulls,Eddy Curry,"December 5, 1982",21.0,NBA,PF,73.0,63.0,2154.0,10.1,20.3,0.5,0.0,0.0,1.0,10.1,20.3,0.5,5.7,8.5,0.67,3.5,7.4,10.9,1.6,0.6,2.0,4.3,6.2,25.9,98.0,104.0
2005,5,653,CHI,Chicago Bulls,Eddy Curry,"December 5, 1982",22.0,NBA,C,63.0,60.0,1808.0,11.3,21.0,0.54,0.0,0.0,,11.3,21.0,0.54,6.5,9.0,0.72,3.3,6.4,9.7,1.1,0.6,1.7,4.7,5.8,29.1,103.0,102.0
2006,20,653,NYK,New York Knicks,Eddy Curry,"December 5, 1982",23.0,NBA,C,72.0,69.0,1865.0,9.5,16.9,0.56,0.0,0.0,,9.5,16.9,0.56,8.7,13.8,0.63,4.1,8.1,12.2,0.5,0.8,1.6,5.1,6.8,27.8,106.0,110.0
2007,20,653,NYK,New York Knicks,Eddy Curry,"December 5, 1982",24.0,NBA,C,81.0,81.0,2849.0,10.9,18.9,0.58,0.0,0.0,1.0,10.8,18.8,0.57,7.5,12.2,0.62,3.6,7.0,10.6,1.3,0.6,0.7,5.5,4.9,29.3,105.0,110.0
2008,20,653,NYK,New York Knicks,Eddy Curry,"December 5, 1982",25.0,NBA,C,59.0,58.0,1530.0,10.2,18.6,0.55,0.0,0.0,,10.2,18.6,0.55,6.4,10.3,0.62,3.8,5.6,9.4,1.1,0.5,1.0,4.3,5.4,26.7,105.0,114.0
2009,20,653,NYK,New York Knicks,Eddy Curry,"December 5, 1982",26.0,NBA,C,3.0,0.0,12.0,8.3,8.3,1.0,0.0,0.0,,8.3,8.3,1.0,4.1,12.4,0.33,0.0,16.5,16.5,0.0,0.0,0.0,8.3,20.7,20.7,77.0,107.0
2010,20,653,NYK,New York Knicks,Eddy Curry,"December 5, 1982",27.0,NBA,C,7.0,0.0,62.0,6.6,17.3,0.38,0.0,0.0,,6.6,17.3,0.38,8.2,14.0,0.59,3.3,7.4,10.7,0.0,0.0,0.8,10.7,10.7,21.4,68.0,114.0
2012,16,653,MIA,Miami Heat,Eddy Curry,"December 5, 1982",29.0,NBA,C,14.0,1.0,83.0,7.6,16.5,0.46,0.0,0.0,,7.6,16.5,0.46,3.8,5.1,0.75,2.5,5.1,7.6,0.6,0.0,1.3,6.3,10.8,19.0,82.0,105.0
2013,7,653,DAL,Dallas Mavericks,Eddy Curry,"December 5, 1982",30.0,NBA,C,2.0,0.0,25.0,8.2,16.3,0.5,0.0,0.0,,8.2,16.3,0.5,2.0,8.2,0.25,4.1,4.1,8.2,0.0,0.0,0.0,6.1,14.3,18.4,74.0,113.0
