Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1984,26,1634,KCK,Kansas City Kings,Billy Knight,31,75,39,1885,8.9,18.0,0.49,0.1,0.3,0.29,8.8,17.7,0.5,6.0,7.0,0.86,2.2,4.1,6.3,4.0,1.3,0.1,3.8,3.0,23.8,108,110
1984,26,2788,KCK,Kansas City Kings,Dane Suttle,22,40,1,469,10.8,21.3,0.51,0.0,0.3,0.0,10.8,21.0,0.52,4.0,4.7,0.85,2.1,2.5,4.6,4.6,2.0,0.0,3.2,4.6,25.7,108,110
1984,26,2491,KCK,Kansas City Kings,Dave Robisch,34,8,0,162,5.2,13.8,0.38,0.0,0.0,,5.2,13.8,0.38,3.2,3.7,0.85,3.5,4.9,8.4,1.7,0.9,0.3,0.0,4.3,13.5,112,111
1984,26,435,KCK,Kansas City Kings,Don Buse,33,76,10,1327,5.3,12.4,0.43,0.6,2.1,0.3,4.6,10.3,0.45,2.2,2.8,0.79,1.0,3.1,4.1,10.7,3.0,0.0,3.1,2.2,13.4,106,108
1984,26,2121,KCK,Kansas City Kings,Ed Nealy,23,71,1,960,3.1,6.1,0.5,0.0,0.0,,3.1,6.1,0.5,2.3,2.9,0.8,3.5,7.2,10.8,2.4,2.0,0.4,1.6,6.7,8.5,117,106
1984,26,1484,KCK,Kansas City Kings,Eddie Johnson,24,82,82,2920,12.0,24.8,0.48,0.3,1.0,0.31,11.7,23.8,0.49,4.3,5.3,0.81,2.6,4.6,7.3,4.7,1.2,0.3,3.4,4.3,28.7,107,110
1984,26,1972,KCK,Kansas City Kings,Joe Meriweather,30,73,31,1501,6.0,11.3,0.53,0.0,0.0,,6.0,11.3,0.53,2.9,3.8,0.76,3.5,7.5,11.0,1.6,1.1,1.9,2.6,7.7,14.9,109,107
1984,26,1765,KCK,Kansas City Kings,Kevin Loder,24,10,0,133,6.7,15.1,0.44,0.4,1.1,0.33,6.3,14.0,0.45,3.2,4.6,0.69,2.5,3.9,6.3,4.9,1.1,1.8,3.9,5.3,16.8,96,109
1984,26,2871,KCK,Kansas City Kings,LaSalle Thompson,22,80,38,1915,8.1,15.5,0.52,0.0,0.0,,8.1,15.5,0.52,3.9,5.4,0.72,6.3,10.9,17.3,2.1,1.7,3.5,4.1,8.0,20.1,106,102
1984,26,784,KCK,Kansas City Kings,Larry Drew,25,73,73,2363,9.4,20.3,0.46,0.1,0.2,0.3,9.3,20.1,0.46,4.8,6.2,0.78,0.7,2.2,2.9,11.0,2.4,0.2,3.8,3.4,23.6,107,109
1984,26,1977,KCK,Kansas City Kings,Larry Micheaux,23,39,0,332,6.9,12.6,0.54,0.0,0.0,,6.9,12.6,0.54,3.0,5.5,0.54,5.6,10.3,15.9,2.7,3.0,1.5,3.0,6.5,16.7,109,102
1984,26,2199,KCK,Kansas City Kings,Mark Olberding,27,81,81,2160,5.4,10.9,0.49,0.0,0.0,0.0,5.4,10.9,0.5,5.6,6.9,0.82,2.6,7.0,9.6,4.1,1.1,0.6,3.6,6.3,16.4,109,108
1984,26,3228,KCK,Kansas City Kings,Mike Woodson,25,71,12,1838,9.9,20.7,0.48,0.1,0.2,0.25,9.8,20.5,0.48,6.3,7.7,0.82,1.6,2.9,4.4,4.4,2.1,0.7,2.9,4.4,26.1,110,109
1984,26,2836,KCK,Kansas City Kings,Reggie Theus,26,30,30,897,8.8,20.2,0.44,0.2,1.4,0.15,8.6,18.8,0.46,6.8,9.0,0.75,1.5,2.8,4.3,10.9,1.5,0.5,5.0,4.8,24.7,103,110
1984,26,1513,KCK,Kansas City Kings,Steve Johnson,26,50,12,893,9.9,17.9,0.55,0.0,0.0,,9.9,17.9,0.55,5.3,9.2,0.57,4.9,8.3,13.2,3.3,1.1,2.5,5.5,9.8,25.0,101,106
