Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,22,1179,ORL,Orlando Magic,Anfernee Hardaway,"July 18, 1971",22.0,NBA,PG,3.0,3.0,133.0,9.0,20.5,0.44,2.0,4.5,0.46,7.0,16.0,0.44,2.9,4.1,0.7,3.3,4.9,8.2,8.6,2.0,2.5,8.2,4.1,22.9,,94.0,109.0
1995,22,1179,ORL,Orlando Magic,Anfernee Hardaway,"July 18, 1971",23.0,NBA,PG,21.0,21.0,849.0,9.1,19.3,0.47,2.5,6.3,0.4,6.6,13.0,0.5,5.3,7.0,0.76,1.9,3.1,5.0,10.2,2.5,0.9,4.6,4.4,26.1,,116.0,114.0
1996,22,1179,ORL,Orlando Magic,Anfernee Hardaway,"July 18, 1971",24.0,NBA,PG,12.0,12.0,473.0,11.9,25.7,0.46,2.4,6.5,0.36,9.6,19.2,0.5,6.9,9.2,0.74,2.4,4.3,6.6,8.5,2.4,0.5,3.1,3.2,33.1,,121.0,113.0
1997,22,1179,ORL,Orlando Magic,Anfernee Hardaway,"July 18, 1971",25.0,NBA,PG,5.0,5.0,220.0,13.4,28.6,0.47,2.8,7.7,0.37,10.5,20.8,0.51,10.3,13.9,0.74,1.8,5.9,7.7,4.4,3.1,1.8,2.3,3.6,39.9,,118.0,105.0
1999,22,1179,ORL,Orlando Magic,Anfernee Hardaway,"July 18, 1971",27.0,NBA,SG,4.0,4.0,167.0,6.6,18.8,0.35,2.0,4.3,0.46,4.6,14.5,0.32,9.9,12.8,0.77,3.0,3.6,6.6,7.2,3.0,0.3,4.0,4.3,25.0,,109.0,107.0
2000,24,1179,PHO,Phoenix Suns,Anfernee Hardaway,"July 18, 1971",28.0,NBA,SG,9.0,9.0,386.0,9.2,19.9,0.46,0.7,2.6,0.26,8.5,17.3,0.49,6.0,8.5,0.71,1.9,4.1,6.0,7.0,1.9,1.2,3.4,4.0,25.2,,108.0,103.0
2003,24,1179,PHO,Phoenix Suns,Anfernee Hardaway,"July 18, 1971",31.0,NBA,SG,6.0,6.0,244.0,5.8,15.1,0.39,1.9,5.4,0.36,3.9,9.7,0.4,2.8,3.9,0.72,1.9,5.8,7.7,5.6,2.8,1.1,2.8,5.6,16.3,,100.0,97.0
2004,20,1179,NYK,New York Knicks,Anfernee Hardaway,"July 18, 1971",32.0,NBA,SG,4.0,3.0,168.0,7.1,19.4,0.36,1.5,4.3,0.36,5.5,15.1,0.37,4.6,5.5,0.83,1.2,4.3,5.5,7.1,1.8,0.3,3.1,2.5,20.3,,97.0,106.0
