PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Calvin Natt,27,5,,39.0,7.4,14.4,0.514,0.0,0.6,0.0,7.4,13.8,0.536,0.514,5.0,7.2,0.6940000000000001,2.2,5.4,7.6,1.8,1.2,0.2,2.0,2.0,19.8
Kenny Carr,28,5,,36.0,6.2,11.8,0.525,0.0,0.0,,6.2,11.8,0.525,0.525,2.4,3.8,0.632,2.2,4.8,7.0,1.2,0.4,0.4,2.0,4.4,14.8
Darnell Valentine,24,5,,35.6,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,6.4,7.0,0.914,0.6,1.6,2.2,8.4,1.8,0.2,2.2,4.6,18.4
Jim Paxson,26,5,,34.4,8.0,15.6,0.513,0.2,1.0,0.2,7.8,14.6,0.534,0.519,6.6,8.0,0.825,2.2,1.6,3.8,2.4,0.4,0.0,1.8,2.6,22.8
Mychal Thompson,29,4,,30.3,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,0.5,4.3,5.5,0.773,2.3,5.0,7.3,3.8,1.3,0.8,1.5,2.8,15.3
Wayne Cooper,27,5,,20.8,2.0,5.4,0.37,0.0,0.0,,2.0,5.4,0.37,0.37,0.8,1.6,0.5,2.2,1.8,4.0,0.8,0.2,0.8,1.0,2.8,4.8
Clyde Drexler,21,5,,17.0,3.0,7.0,0.429,0.0,0.2,0.0,3.0,6.8,0.441,0.429,1.2,1.4,0.857,1.4,2.0,3.4,1.6,1.0,0.2,1.4,2.2,7.2
Fat Lever,23,5,,15.0,1.6,6.0,0.267,0.4,0.6,0.667,1.2,5.4,0.222,0.3,1.6,2.0,0.8,2.0,1.0,3.0,1.8,0.8,0.0,0.6,1.2,5.2
Audie Norris,23,5,,10.4,1.2,2.0,0.6,0.0,0.0,,1.2,2.0,0.6,0.6,1.0,1.6,0.625,1.2,2.0,3.2,0.8,0.2,0.2,1.0,2.6,3.4
Jeff Lamp,24,3,,6.3,0.7,2.0,0.33299999999999996,0.0,0.0,,0.7,2.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3
Pete Verhoeven,24,3,,6.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,3.3,0.7
