PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Sidney Moncrief,26,16,,38.6,6.2,11.9,0.518,0.1,0.3,0.25,6.1,11.7,0.524,0.521,6.6,8.4,0.7909999999999999,2.8,4.2,6.9,4.3,1.8,0.6,3.8,3.4,19.1
Marques Johnson,27,16,,37.8,8.1,17.1,0.473,0.1,0.3,0.25,8.0,16.8,0.47600000000000003,0.474,4.1,5.6,0.722,1.8,3.5,5.3,3.4,1.1,0.4,2.7,3.1,20.3
Junior Bridgeman,30,16,,31.2,5.5,12.1,0.456,0.1,0.6,0.111,5.4,11.5,0.473,0.45899999999999996,3.3,4.1,0.815,0.8,3.3,4.0,2.8,0.4,0.3,1.4,2.3,14.4
Bob Lanier,35,16,,31.2,5.1,10.7,0.48,0.0,0.0,,5.1,10.7,0.48,0.48,2.4,2.8,0.8859999999999999,2.0,5.3,7.3,3.4,0.7,0.6,2.4,3.6,12.7
Mike Dunleavy,29,15,,26.2,3.9,8.6,0.457,1.2,3.3,0.36,2.7,5.3,0.519,0.527,2.2,2.4,0.917,0.7,1.7,2.3,3.1,1.1,0.0,2.3,3.9,11.3
Alton Lister,25,16,,23.0,2.4,4.9,0.5,0.0,0.0,,2.4,4.9,0.5,0.5,1.9,3.0,0.625,1.6,4.4,6.0,0.6,0.3,1.5,1.7,3.9,6.8
Paul Pressey,25,16,,21.9,3.3,6.3,0.52,0.0,0.2,0.0,3.3,6.1,0.536,0.52,2.4,3.5,0.679,1.1,2.6,3.7,3.1,1.4,0.6,2.4,3.3,8.9
Paul Mokeski,27,16,,20.1,2.1,3.9,0.54,0.0,0.1,0.0,2.1,3.8,0.557,0.54,1.9,2.8,0.667,1.3,4.3,5.5,0.4,0.6,0.7,0.6,3.9,6.1
Randy Breuer,23,12,,5.5,0.9,2.2,0.423,0.0,0.0,,0.9,2.2,0.423,0.423,0.3,0.4,0.6,0.5,0.9,1.4,0.3,0.0,0.5,0.2,1.5,2.1
Kevin Grevey,30,5,,5.4,0.4,1.8,0.222,0.0,0.0,,0.4,1.8,0.222,0.222,0.8,1.2,0.667,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.2,1.6
Lorenzo Romar,25,13,,5.2,0.7,1.5,0.45,0.0,0.2,0.0,0.7,1.3,0.529,0.45,0.5,0.8,0.636,0.0,0.2,0.2,1.2,0.0,0.0,0.4,0.7,1.9
Harvey Catchings,32,5,,5.0,0.2,0.4,0.5,0.0,0.0,,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.4,0.6,1.0,0.2,0.0,0.0,0.4,1.4,0.6
