PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Larry Bird,27,23,,41.8,10.0,19.0,0.524,0.3,0.7,0.41200000000000003,9.7,18.3,0.529,0.532,7.3,8.3,0.879,2.7,8.3,11.0,5.9,2.3,1.2,3.8,3.1,27.5
Robert Parish,30,23,,37.8,6.0,12.7,0.478,0.0,0.0,,6.0,12.7,0.478,0.478,2.8,4.3,0.6459999999999999,3.3,7.5,10.8,1.2,1.0,1.8,2.0,4.3,14.9
Dennis Johnson,29,22,,36.7,5.9,14.5,0.40399999999999997,0.1,0.3,0.429,5.7,14.2,0.40399999999999997,0.409,4.7,5.5,0.867,1.4,2.2,3.6,4.4,1.1,0.3,2.4,3.4,16.6
Cedric Maxwell,28,23,,32.7,3.7,7.3,0.503,0.0,0.0,0.0,3.7,7.2,0.506,0.503,4.6,5.9,0.779,2.3,2.9,5.2,2.4,1.0,0.3,2.0,3.3,11.9
Kevin McHale,26,23,,30.5,5.3,10.6,0.504,0.0,0.1,0.0,5.3,10.5,0.51,0.504,4.1,5.3,0.777,2.7,3.5,6.2,1.2,0.1,1.5,1.7,3.3,14.8
Gerald Henderson,28,23,,26.8,5.0,10.3,0.485,0.1,0.5,0.273,4.9,9.8,0.496,0.49200000000000005,2.3,3.3,0.72,1.0,1.3,2.3,4.2,1.5,0.0,1.8,3.4,12.5
Danny Ainge,24,19,,13.3,2.2,4.7,0.456,0.1,0.5,0.222,2.1,4.3,0.48100000000000004,0.467,0.4,0.5,0.7,0.2,0.6,0.8,2.0,0.5,0.1,0.7,1.9,4.8
Scott Wedman,31,17,,13.3,2.4,5.6,0.41700000000000004,0.2,0.4,0.5710000000000001,2.1,5.2,0.40399999999999997,0.43799999999999994,0.3,0.6,0.5,1.4,1.4,2.8,1.0,0.4,0.0,0.8,1.1,5.2
Quinn Buckner,29,23,,11.7,1.4,3.4,0.405,0.0,0.0,0.0,1.4,3.4,0.41,0.405,0.5,1.0,0.545,0.5,1.0,1.5,1.2,0.6,0.0,0.8,2.3,3.3
M.L. Carr,33,16,,5.1,0.8,2.0,0.406,0.1,0.4,0.33299999999999996,0.7,1.6,0.423,0.43799999999999994,0.6,0.7,0.909,0.3,0.2,0.5,0.3,0.4,0.0,0.2,0.8,2.4
Greg Kite,22,11,,3.5,0.1,0.7,0.125,0.0,0.0,,0.1,0.7,0.125,0.125,0.5,0.5,0.833,0.5,0.4,0.8,0.3,0.0,0.1,0.3,0.8,0.6
Carlos Clark,23,8,,2.5,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.1,0.3,0.5,0.1,0.0,0.1,0.1,0.1,0.3,0.1,0.4,1.1
