SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,20,NYK,Bernard King,27,12,,39.8,13.5,23.5,0.57,0.0,0.1,0.0,13.5,23.4,0.58,0.57,7.8,10.3,0.76,2.3,3.8,6.2,3.0,1.2,0.5,2.6,4.0,34.8
1984,20,NYK,Bill Cartwright,26,12,,33.2,5.8,10.5,0.56,0.0,0.0,,5.8,10.5,0.56,0.56,5.8,6.7,0.86,2.3,6.0,8.3,0.4,0.2,1.2,2.2,3.7,17.4
1984,20,NYK,Rory Sparrow,25,12,,32.4,4.5,10.1,0.45,0.2,0.5,0.33,4.3,9.6,0.45,0.46,2.0,2.5,0.8,0.8,1.3,2.2,7.2,1.0,0.1,2.5,3.4,11.2
1984,20,NYK,Truck Robinson,32,12,,30.2,3.2,6.2,0.51,0.0,0.0,,3.2,6.2,0.51,0.51,0.8,1.3,0.6,2.6,5.5,8.1,0.6,0.6,0.8,2.3,3.4,7.1
1984,20,NYK,Ray Williams,29,11,,28.2,4.2,11.8,0.35,0.2,1.1,0.17,4.0,10.7,0.37,0.36,2.6,3.5,0.74,0.7,2.8,3.5,8.0,1.5,0.1,3.7,3.5,11.2
1984,20,NYK,Trent Tucker,24,12,,21.2,3.5,7.0,0.5,0.1,0.4,0.2,3.4,6.6,0.52,0.51,0.5,0.8,0.6,0.5,1.0,1.5,2.3,0.9,0.3,1.0,2.7,7.6
1984,20,NYK,Louis Orr,25,12,,19.1,2.4,5.8,0.41,0.0,0.0,,2.4,5.8,0.41,0.41,1.3,1.6,0.79,1.8,2.3,4.2,0.5,0.3,0.1,0.8,2.7,6.1
1984,20,NYK,Marvin Webster,31,12,,17.0,1.2,2.4,0.48,0.0,0.0,,1.2,2.4,0.48,0.48,0.8,1.3,0.6,2.0,2.7,4.7,0.3,0.3,1.4,0.2,2.7,3.1
1984,20,NYK,Darrell Walker,22,12,,16.3,2.3,6.1,0.37,0.0,0.0,,2.3,6.1,0.37,0.37,2.3,3.8,0.61,1.7,1.3,2.9,1.7,2.0,0.2,2.7,2.4,6.8
1984,20,NYK,Ernie Grunfeld,28,11,,7.6,1.0,2.1,0.48,0.0,0.0,,1.0,2.1,0.48,0.48,0.4,0.4,1.0,0.1,0.7,0.8,0.5,0.2,0.0,0.4,1.1,2.4
1984,20,NYK,Eric Fernsten,30,2,,1.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
