PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Adrian Dantley,28,11,,41.3,10.6,21.1,0.504,0.0,0.0,,10.6,21.1,0.504,0.504,10.9,12.6,0.863,3.4,4.2,7.5,4.2,0.9,0.1,3.5,2.7,32.2
Darrell Griffith,25,11,,37.9,7.4,16.6,0.44299999999999995,1.5,4.1,0.35600000000000004,5.9,12.5,0.47100000000000003,0.486,3.0,4.4,0.688,1.5,4.5,5.9,3.7,1.7,0.2,2.8,2.2,19.2
Rickey Green,29,11,,36.7,5.8,13.7,0.424,0.1,0.4,0.25,5.7,13.4,0.429,0.42700000000000005,2.9,3.9,0.7440000000000001,0.8,2.3,3.1,9.5,1.7,0.4,2.6,1.5,14.6
Thurl Bailey,22,11,,30.9,4.5,8.8,0.515,0.0,0.2,0.0,4.5,8.6,0.526,0.515,1.5,1.9,0.81,1.4,4.2,5.5,0.9,0.2,1.0,1.5,3.0,10.6
Mark Eaton,27,11,,23.1,1.9,3.7,0.512,0.0,0.0,,1.9,3.7,0.512,0.512,0.7,1.5,0.47100000000000003,1.7,5.2,6.9,0.8,0.5,3.1,1.5,3.0,4.5
Jeff Wilkins,28,11,,18.6,2.7,5.2,0.526,0.0,0.0,,2.7,5.2,0.526,0.526,1.5,2.0,0.773,0.9,3.5,4.5,0.5,0.0,0.5,1.0,2.9,7.0
Rich Kelley,30,11,,18.3,1.4,2.5,0.556,0.0,0.0,,1.4,2.5,0.556,0.556,2.3,2.6,0.862,1.7,3.5,5.3,2.0,0.8,0.5,1.5,3.8,5.0
John Drew,29,11,,15.6,3.9,7.7,0.506,0.0,0.0,,3.9,7.7,0.506,0.506,2.4,3.0,0.7879999999999999,0.9,1.4,2.3,0.8,0.4,0.0,1.0,2.4,10.2
Jerry Eaves,24,11,,12.0,2.0,4.2,0.478,0.1,0.3,0.33299999999999996,1.9,3.9,0.488,0.489,0.9,1.2,0.769,0.3,0.6,0.9,1.2,0.5,0.2,0.6,0.9,5.0
Tom Boswell,30,5,,11.0,0.6,0.8,0.75,0.0,0.0,,0.6,0.8,0.75,0.75,0.4,1.0,0.4,0.4,0.8,1.2,0.4,0.0,0.2,0.8,2.4,1.6
Bob Hansen,23,4,,4.5,0.5,1.8,0.28600000000000003,0.5,0.8,0.667,0.0,1.0,0.0,0.429,0.3,0.5,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.5,1.0,1.8
J.J. Anderson,23,5,,2.6,1.0,1.6,0.625,0.2,0.2,1.0,0.8,1.4,0.5710000000000001,0.688,0.0,0.0,,0.6,0.2,0.8,0.0,0.0,0.2,0.0,0.4,2.2
