PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Eddie Johnson,24,3,,35.7,7.0,16.0,0.43799999999999994,0.7,1.7,0.4,6.3,14.3,0.442,0.45799999999999996,2.3,2.3,1.0,1.3,2.0,3.3,4.0,1.0,0.3,0.7,2.7,17.0
LaSalle Thompson,22,3,,31.0,6.0,13.3,0.45,0.0,0.0,,6.0,13.3,0.45,0.45,3.0,3.7,0.818,3.7,6.3,10.0,1.3,1.0,1.3,1.7,4.7,15.0
Mike Woodson,25,3,,29.0,6.0,14.7,0.409,0.0,0.3,0.0,6.0,14.3,0.419,0.409,4.3,5.0,0.867,1.3,1.3,2.7,3.0,0.7,0.0,1.0,3.7,16.3
Reggie Theus,26,3,,27.0,5.7,14.3,0.395,0.0,1.0,0.0,5.7,13.3,0.425,0.395,3.0,3.3,0.9,1.3,2.3,3.7,5.3,1.7,0.0,3.0,3.0,14.3
Larry Drew,25,3,,23.3,2.3,6.3,0.368,0.0,0.0,,2.3,6.3,0.368,0.368,1.0,1.0,1.0,0.0,1.3,1.3,3.7,1.0,0.0,1.7,1.7,5.7
Larry Micheaux,23,3,,21.7,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,2.0,3.3,0.6,4.0,3.0,7.0,1.0,0.0,1.7,0.7,3.3,10.0
Mark Olberding,27,3,,20.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,2.7,4.7,0.5710000000000001,1.3,3.7,5.0,2.0,0.0,0.0,1.3,2.0,6.7
Dave Robisch,34,3,,17.0,1.3,4.0,0.33299999999999996,0.0,0.0,,1.3,4.0,0.33299999999999996,0.33299999999999996,0.3,0.7,0.5,2.0,3.0,5.0,0.7,0.3,0.0,1.7,2.0,3.0
Don Buse,33,3,,16.7,2.3,5.3,0.43799999999999994,1.0,2.0,0.5,1.3,3.3,0.4,0.531,1.3,2.0,0.667,0.0,1.0,1.0,3.7,0.3,0.3,1.0,1.7,7.0
Billy Knight,31,3,,12.3,2.7,8.0,0.33299999999999996,0.0,0.0,,2.7,8.0,0.33299999999999996,0.33299999999999996,0.7,0.7,1.0,0.7,0.3,1.0,0.7,0.0,0.0,0.7,0.7,6.0
Ed Nealy,23,2,,9.5,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.5,0.5,3.0
