Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,25,2232,POR,Portland Trail Blazers,Robert Pack,"February 3, 1969",22.0,NBA,PG,72.0,894.0,10.5,0.51,0.04,0.47,3.9,7.9,5.9,21.0,2.2,0.3,21.9,19.1,0.0,1.1,1.1,0.06,-2.9,0.2,-2.7,-0.1
1993,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",23.0,NBA,PG,77.0,1579.0,16.4,0.55,0.01,0.51,3.5,7.3,5.4,31.9,2.5,0.4,19.9,23.9,1.4,1.7,3.1,0.1,0.2,-0.2,0.1,0.8
1994,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",24.0,NBA,PG,66.0,1382.0,15.0,0.52,0.06,0.47,2.1,7.6,4.9,40.4,2.9,0.4,25.2,25.0,-0.3,1.9,1.7,0.06,-0.2,-0.1,-0.2,0.6
1995,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",25.0,NBA,PG,42.0,1144.0,16.9,0.54,0.18,0.44,2.0,9.6,5.9,40.5,2.8,0.4,22.1,23.9,1.1,1.1,2.2,0.09,1.7,-0.3,1.4,0.9
1996,30,2232,WSB,Washington Bullets,Robert Pack,"February 3, 1969",26.0,NBA,PG,31.0,1084.0,19.3,0.53,0.22,0.41,3.2,11.0,7.2,35.3,2.9,0.1,17.9,26.3,1.5,1.2,2.7,0.12,2.4,-0.4,2.0,1.1
1997,31,2232,TOT,Total After Trade,Robert Pack,"February 3, 1969",27.0,NBA,PG,54.0,1782.0,15.0,0.48,0.16,0.35,1.7,7.7,4.6,43.0,2.8,0.3,21.3,24.9,0.0,1.1,1.1,0.03,0.2,-0.9,-0.8,0.6
1997,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",27.0,NBA,PG,34.0,1185.0,16.0,0.49,0.16,0.36,1.3,6.9,3.9,46.2,2.6,0.2,21.5,25.2,0.5,0.6,1.0,0.04,1.1,-1.4,-0.4,0.5
1997,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",27.0,NBA,PG,20.0,597.0,13.1,0.46,0.17,0.33,2.5,9.3,5.8,36.8,3.2,0.4,21.1,24.5,-0.5,0.6,0.0,0.0,-1.6,0.0,-1.5,0.1
1998,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",28.0,NBA,PG,12.0,292.0,9.0,0.41,0.06,0.37,3.0,10.1,6.5,23.5,3.7,0.2,25.0,23.8,-0.9,0.3,-0.6,-0.09,-4.7,-0.1,-4.9,-0.2
1999,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",29.0,NBA,PG,25.0,468.0,17.1,0.52,0.02,0.51,2.1,6.5,4.3,30.7,2.3,0.2,18.7,25.7,0.6,0.2,0.7,0.08,0.8,-1.0,-0.2,0.2
2000,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",30.0,NBA,PG,29.0,665.0,14.6,0.49,0.05,0.34,1.1,5.6,3.4,38.0,2.4,0.3,22.3,22.6,0.1,0.3,0.4,0.03,0.0,-1.8,-1.8,0.0
2001,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",31.0,NBA,PG,74.0,1260.0,14.8,0.49,0.07,0.32,2.6,9.3,5.9,38.2,2.7,0.1,21.7,22.0,0.4,0.7,1.1,0.04,-0.8,-0.8,-1.6,0.1
2002,18,2232,MIN,Minnesota Timberwolves,Robert Pack,"February 3, 1969",32.0,NBA,PG,16.0,252.0,9.1,0.42,0.06,0.22,3.3,7.2,5.3,27.7,2.7,0.0,21.1,17.0,-0.1,0.2,0.1,0.02,-4.2,-0.1,-4.4,-0.2
2003,19,2232,NOH,New Orleans Hornets,Robert Pack,"February 3, 1969",33.0,NBA,PG,28.0,440.0,13.3,0.47,0.04,0.43,2.9,10.7,6.7,30.0,3.1,0.0,20.7,20.0,0.0,0.6,0.6,0.07,-2.3,0.4,-1.9,0.0
2004,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",34.0,NBA,PG,26.0,220.0,8.0,0.45,0.0,0.12,2.1,7.5,4.8,20.0,2.9,0.4,22.7,15.1,-0.2,0.3,0.1,0.03,-4.8,1.8,-3.0,-0.1
