PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Sherman Douglas,26,4,4,166,5.5,14.6,0.37799999999999995,0.0,1.0,0.0,5.5,13.6,0.405,3.2,4.9,0.667,3.9,4.5,8.4,12.3,1.3,0.0,3.9,3.2,14.3,,103,114
Robert Parish,39,4,4,146,11.5,21.1,0.544,0.0,0.0,,11.5,21.1,0.544,2.2,2.6,0.857,4.8,9.2,14.0,1.8,0.4,2.2,2.2,5.2,25.1,,119,111
Kevin Gamble,27,4,4,142,8.7,16.0,0.5479999999999999,1.9,4.6,0.41700000000000004,6.8,11.4,0.6,1.5,1.5,1.0,1.1,2.3,3.4,3.8,2.3,0.4,1.9,4.2,20.9,,127,113
Dee Brown,24,4,3,133,6.1,16.6,0.366,0.4,2.8,0.14300000000000002,5.7,13.8,0.41200000000000003,5.7,5.7,1.0,0.8,1.6,2.4,6.1,0.8,1.6,2.4,4.5,18.2,,108,116
Xavier McDaniel,29,4,0,126,9.4,22.7,0.415,0.0,0.9,0.0,9.4,21.8,0.431,2.6,3.9,0.667,2.6,5.1,7.7,3.9,0.4,1.3,3.0,6.8,21.4,,96,114
Kevin McHale,35,4,0,113,15.3,26.3,0.5820000000000001,0.0,0.0,,15.3,26.3,0.5820000000000001,5.7,6.7,0.857,4.3,9.5,13.8,1.4,1.0,3.3,2.4,2.9,36.3,,127,109
Rick Fox,23,4,0,71,5.3,19.0,0.28,0.8,2.3,0.33299999999999996,4.6,16.7,0.273,1.5,1.5,1.0,6.1,8.4,14.4,3.8,1.5,0.8,3.0,5.3,12.9,,85,111
Alaa Abdelnaby,24,4,4,68,8.7,19.0,0.45799999999999996,0.0,0.0,,8.7,19.0,0.45799999999999996,0.0,0.0,,1.6,8.7,10.3,0.8,0.0,0.8,7.1,5.6,17.4,,72,113
Joe Kleine,31,4,0,29,5.6,9.3,0.6,0.0,0.0,,5.6,9.3,0.6,0.0,0.0,,0.0,9.3,9.3,0.0,0.0,1.9,0.0,7.4,11.2,,130,112
Reggie Lewis,27,1,1,13,29.0,45.6,0.636,0.0,4.1,0.0,29.0,41.5,0.7,12.4,16.6,0.75,8.3,0.0,8.3,4.1,0.0,4.1,4.1,4.1,70.5,,130,116
Lorenzo Williams,23,1,0,3,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,,202,120
