PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Patrick Ewing,30,15,15,604,14.5,28.3,0.512,0.1,0.1,1.0,14.4,28.2,0.511,4.5,7.0,0.638,3.8,10.6,14.4,3.2,1.5,2.7,3.4,5.3,33.6,,109,103
John Starks,27,15,15,575,8.1,18.5,0.44,2.6,6.9,0.373,5.5,11.5,0.48,4.0,5.5,0.7170000000000001,0.4,4.4,4.8,8.9,1.4,0.3,5.1,5.3,22.8,,104,109
Anthony Mason,26,15,0,510,7.5,12.7,0.59,0.0,0.0,,7.5,12.7,0.59,4.5,7.1,0.632,5.7,5.6,11.3,4.3,1.0,0.6,2.4,5.2,19.5,,125,109
Charles Oakley,29,15,15,507,6.6,13.7,0.48100000000000004,0.0,0.0,,6.6,13.7,0.48100000000000004,4.2,5.8,0.727,7.4,9.8,17.3,1.8,1.7,0.2,3.8,5.3,17.4,,106,105
Doc Rivers,31,15,15,458,5.6,12.3,0.45299999999999996,1.3,3.6,0.355,4.3,8.7,0.493,5.3,7.0,0.767,0.7,3.8,4.5,10.0,3.4,0.1,3.5,5.1,17.7,,117,106
Charles Smith,27,15,15,388,8.9,18.9,0.47100000000000003,0.0,0.0,,8.9,18.9,0.47100000000000003,5.1,6.8,0.74,3.7,4.5,8.2,2.7,1.2,1.9,4.0,7.1,22.8,,103,108
Greg Anthony,25,15,0,240,5.3,13.3,0.4,0.7,3.1,0.214,4.6,10.2,0.457,1.8,3.1,0.5710000000000001,0.9,5.8,6.6,11.5,2.9,0.2,2.4,5.8,13.0,,108,106
Rolando Blackman,33,15,0,214,5.5,15.9,0.344,1.0,3.7,0.267,4.5,12.2,0.36700000000000005,3.7,4.5,0.833,1.0,3.2,4.2,4.0,0.7,0.5,5.2,5.5,15.6,,82,111
Hubert Davis,22,7,0,96,7.7,13.8,0.56,0.6,1.1,0.5,7.2,12.7,0.565,1.1,1.7,0.667,0.6,2.8,3.3,2.8,3.3,0.0,5.0,4.4,17.1,,91,107
Herb Williams,34,7,0,69,3.8,10.8,0.35700000000000004,0.0,0.0,,3.8,10.8,0.35700000000000004,3.1,3.1,1.0,3.8,6.9,10.8,1.5,0.8,3.1,1.5,10.0,10.8,,104,106
Tony Campbell,30,2,0,33,6.4,16.1,0.4,0.0,1.6,0.0,6.4,14.5,0.444,9.7,12.9,0.75,3.2,3.2,6.4,3.2,1.6,0.0,4.8,11.3,22.5,,101,110
Eric Anderson,22,2,0,6,8.8,17.7,0.5,0.0,0.0,,8.8,17.7,0.5,0.0,0.0,,0.0,8.8,8.8,0.0,0.0,0.0,8.8,17.7,17.7,,62,109
