PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dan Majerle,27,24,24,1071,6.5,15.0,0.431,2.6,6.6,0.39399999999999996,3.9,8.4,0.46,2.3,3.3,0.696,1.4,5.4,6.8,4.3,1.6,1.4,1.5,2.8,17.9,,115,111
Charles Barkley,29,24,24,1026,11.6,24.3,0.47700000000000004,0.5,2.3,0.222,11.1,22.0,0.503,8.5,11.0,0.7709999999999999,4.7,11.8,16.4,5.1,2.0,1.3,2.5,3.7,32.2,,119,106
Kevin Johnson,26,23,23,914,8.1,16.9,0.48,0.0,0.2,0.0,8.1,16.7,0.485,7.0,8.8,0.795,0.6,2.9,3.5,10.3,2.0,0.7,4.8,3.2,23.2,,109,113
Danny Ainge,33,24,0,591,5.6,14.9,0.376,2.9,7.0,0.413,2.7,7.9,0.344,3.0,3.4,0.872,1.8,3.5,5.3,4.9,1.1,0.2,1.9,5.3,17.1,,112,114
Oliver Miller,22,24,0,513,7.2,12.2,0.5870000000000001,0.0,0.2,0.0,7.2,12.0,0.597,3.1,5.5,0.564,3.3,9.2,12.5,5.1,2.1,6.0,4.2,7.7,17.4,,106,103
Richard Dumas,23,23,20,499,11.1,21.2,0.525,0.0,0.2,0.0,11.1,20.9,0.53,3.8,5.1,0.755,3.7,3.0,6.7,2.5,2.2,1.3,2.8,5.4,26.0,,111,112
Mark West,32,24,24,469,4.7,8.7,0.544,0.0,0.0,,4.7,8.7,0.544,3.1,5.1,0.609,4.0,7.0,10.9,1.2,0.4,3.6,1.9,7.6,12.6,,114,110
Tom Chambers,33,24,1,376,8.8,22.7,0.38799999999999996,0.3,0.7,0.4,8.5,22.0,0.38799999999999996,6.1,7.4,0.815,3.2,5.8,8.9,1.7,0.8,1.4,3.6,8.0,23.9,,94,112
Cedric Ceballos,23,16,3,185,11.2,19.6,0.5710000000000001,0.0,0.0,,11.2,19.6,0.5710000000000001,4.5,6.2,0.727,3.6,6.7,10.3,3.6,1.4,2.0,1.4,3.4,26.8,,126,110
Frank Johnson,34,22,0,172,6.6,15.0,0.44,0.3,0.9,0.33299999999999996,6.3,14.1,0.447,7.5,8.7,0.862,0.9,2.4,3.3,5.1,1.8,0.0,2.1,7.8,21.1,,117,114
Negele Knight,25,9,1,34,13.7,24.3,0.563,0.0,0.0,,13.7,24.3,0.563,0.0,0.0,,1.5,3.0,4.6,10.7,0.0,1.5,4.6,1.5,27.4,,109,116
Jerrod Mustaf,23,7,0,10,15.5,25.9,0.6,0.0,0.0,,15.5,25.9,0.6,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,5.2,0.0,0.0,31.0,,119,108
