PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shawn Kemp,23,19,19,663,8.9,17.4,0.512,0.0,0.0,,8.9,17.4,0.512,7.5,9.3,0.809,6.5,8.9,15.3,4.0,2.3,3.2,4.4,6.3,25.3,,116,105
Derrick McKey,26,19,17,647,6.9,13.1,0.525,0.2,0.4,0.4,6.7,12.7,0.529,3.8,5.7,0.667,4.2,3.9,8.1,5.9,1.0,1.4,3.0,4.2,17.7,,116,113
Sam Perkins,31,19,17,626,8.4,19.2,0.436,2.6,6.8,0.38,5.8,12.5,0.466,4.1,4.7,0.873,2.8,8.5,11.4,3.2,1.6,2.1,1.8,4.7,23.4,,120,108
Gary Payton,24,19,19,605,9.2,20.8,0.44299999999999995,0.1,0.5,0.16699999999999998,9.1,20.3,0.45,2.2,3.3,0.6759999999999999,1.9,3.6,5.6,6.2,3.0,0.3,3.0,5.7,20.7,,101,110
Ricky Pierce,33,19,19,578,11.4,25.0,0.456,1.1,2.8,0.4,10.3,22.2,0.46299999999999997,7.3,8.1,0.898,1.6,2.7,4.3,3.9,1.1,0.4,2.6,3.7,31.2,,116,115
Nate McMillan,28,19,2,415,4.5,13.3,0.34,0.6,3.1,0.20800000000000002,3.9,10.2,0.38,2.1,3.9,0.5329999999999999,2.7,5.9,8.6,13.3,5.2,1.4,3.2,7.0,11.7,,101,103
Eddie Johnson,33,19,0,382,11.5,29.4,0.39,1.7,5.0,0.33299999999999996,9.8,24.4,0.402,4.1,4.3,0.935,2.4,3.9,6.3,2.4,0.4,0.1,2.7,6.2,28.7,,101,115
Michael Cage,31,19,2,378,5.9,11.3,0.525,0.0,0.0,,5.9,11.3,0.525,1.0,2.5,0.389,6.7,9.1,15.7,1.4,1.8,1.0,2.3,6.1,12.9,,109,108
Dana Barros,25,16,0,136,8.7,18.5,0.46799999999999997,2.0,6.3,0.313,6.7,12.2,0.5479999999999999,2.4,3.1,0.75,0.0,4.7,4.7,4.7,2.0,0.0,3.1,2.4,21.6,,107,112
Vincent Askew,26,12,0,103,11.9,21.3,0.561,0.0,0.0,,11.9,21.3,0.561,8.3,11.9,0.696,5.2,4.7,9.9,4.7,0.5,0.5,3.6,6.2,32.2,,121,114
Gerald Paddio,27,9,0,30,12.5,25.0,0.5,0.0,1.8,0.0,12.5,23.2,0.5379999999999999,0.0,0.0,,1.8,3.6,5.4,7.1,3.6,1.8,3.6,1.8,25.0,,103,108
Steve Scheffler,25,9,0,22,12.2,24.3,0.5,0.0,0.0,,12.2,24.3,0.5,9.7,9.7,1.0,14.6,9.7,24.3,2.4,4.9,0.0,0.0,2.4,34.1,,148,102
