SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2016,11,HOU,1,Trevor Ariza,SF,6-8,215,1985-06-30,US,11,UCLA
2016,11,HOU,8,Michael Beasley,PF,6-9,235,1989-01-09,US,7,Kansas State
2016,11,HOU,2,Patrick Beverley,PG,6-1,180,1988-07-12,US,3,Arkansas
2016,11,HOU,33,Corey Brewer,SF,6-9,186,1986-03-05,US,8,Florida
2016,11,HOU,15,Clint Capela,C,6-10,240,1994-05-18,CH,1,
2016,11,HOU,7,Sam Dekker,PF,6-9,230,1994-05-06,US,R,Wisconsin
2016,11,HOU,0,Andrew Goudelock,PG,6-3,200,1988-12-07,US,2,College of Charleston
2016,11,HOU,13,James Harden,SG,6-5,220,1989-08-26,US,6,Arizona State
2016,11,HOU,35,Montrezl Harrell,PF,6-7,240,1994-01-26,US,R,Louisville
2016,11,HOU,44,Chuck Hayes,C,6-6,240,1983-06-11,US,10,Kentucky
2016,11,HOU,12,Dwight Howard,C,6-10,265,1985-12-08,US,11,
2016,11,HOU,6,Terrence Jones,PF,6-9,252,1992-01-09,US,3,Kentucky
2016,11,HOU,3,Ty Lawson,PG,5-11,195,1987-11-03,US,6,UNC
2016,11,HOU,32,K.J. McDaniels,SF,6-6,205,1993-02-09,US,1,Clemson
2016,11,HOU,20,Donatas Motiejunas,PF,7-0,222,1990-09-20,LT,3,
2016,11,HOU,5,Josh Smith,PF,6-9,225,1985-12-05,US,11,
2016,11,HOU,31,Jason Terry,SG,6-2,185,1977-09-15,US,16,Arizona
2016,11,HOU,10,Marcus Thornton,SG,6-4,205,1987-06-05,US,6,LSU
