Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,19.0,BOS,NBA,C,10.0,0.0,35.0,8.2,15.4,0.533,0.0,0.0,,8.2,15.4,0.533,6.2,9.3,0.667,5.1,9.3,14.4,3.1,0.0,2.1,5.1,6.2,22.6
2005,20.0,BOS,NBA,C,60.0,3.0,548.0,3.7,7.8,0.471,0.0,0.0,,3.7,7.8,0.471,2.4,3.8,0.638,3.5,8.1,11.6,1.4,0.6,2.4,2.8,6.4,9.8
2006,21.0,BOS,NBA,C,68.0,40.0,1332.0,3.7,7.2,0.515,0.0,0.1,0.0,3.7,7.1,0.519,2.2,3.5,0.615,3.8,7.1,10.9,1.9,0.6,2.8,2.9,5.4,9.6
2007,22.0,BOS,NBA,C,72.0,53.0,1576.0,3.0,6.1,0.491,0.0,0.1,0.0,3.0,6.1,0.496,1.4,2.3,0.6,2.6,5.9,8.5,2.1,0.5,2.2,2.6,4.9,7.4
2008,23.0,BOS,NBA,C,78.0,78.0,1912.0,4.0,6.6,0.615,0.0,0.0,0.0,4.0,6.5,0.617,2.1,3.4,0.623,2.7,6.2,8.9,1.6,0.6,2.1,2.4,4.6,10.2
2009,24.0,BOS,NBA,C,76.0,76.0,2253.0,4.4,7.6,0.577,0.0,0.0,0.0,4.4,7.6,0.58,1.5,2.6,0.6,3.3,6.6,9.9,1.5,0.4,2.4,2.6,4.0,10.4
2010,25.0,BOS,NBA,C,78.0,78.0,2154.0,5.2,8.7,0.602,0.0,0.1,0.0,5.2,8.7,0.605,2.7,4.7,0.582,2.6,7.4,9.9,1.3,0.4,2.2,2.8,3.7,13.2
2011,26.0,TOT,NBA,C,29.0,24.0,742.0,3.3,6.3,0.515,0.0,0.0,,3.3,6.3,0.515,1.9,3.5,0.556,3.0,8.2,11.3,1.3,0.4,1.3,2.7,4.4,8.4
2011,26.0,BOS,NBA,C,12.0,7.0,313.0,3.7,6.8,0.542,0.0,0.0,,3.7,6.8,0.542,2.6,4.6,0.575,2.6,8.5,11.2,1.2,0.2,1.2,2.9,4.3,10.0
2011,26.0,OKC,NBA,C,17.0,17.0,429.0,2.9,6.0,0.493,0.0,0.0,,2.9,6.0,0.493,1.4,2.7,0.531,3.3,8.1,11.3,1.3,0.6,1.3,2.6,4.5,7.3
2012,27.0,OKC,NBA,C,65.0,65.0,1744.0,2.6,5.4,0.489,0.0,0.0,,2.6,5.4,0.489,1.5,2.3,0.652,2.5,6.3,8.8,1.6,0.5,1.5,2.4,3.9,6.8
2013,28.0,OKC,NBA,C,78.0,78.0,1954.0,2.6,5.8,0.457,0.0,0.0,0.0,2.6,5.7,0.458,0.8,1.3,0.611,2.0,6.6,8.6,2.0,0.8,1.5,2.0,4.2,6.1
2014,29.0,OKC,NBA,C,62.0,62.0,1207.0,2.6,5.8,0.451,0.0,0.0,0.0,2.6,5.7,0.453,1.1,2.0,0.552,2.4,6.7,9.1,2.0,0.8,1.0,2.7,5.3,6.3
2015,30.0,TOT,NBA,C,68.0,3.0,1148.0,3.2,7.1,0.449,0.0,0.0,0.0,3.2,7.1,0.451,1.3,2.6,0.506,2.9,7.2,10.0,1.6,0.5,1.3,3.0,5.1,7.7
2015,30.0,OKC,NBA,C,51.0,3.0,981.0,3.0,6.8,0.441,0.0,0.0,0.0,3.0,6.8,0.443,1.4,2.8,0.507,2.9,7.3,10.2,1.6,0.5,1.4,2.7,5.0,7.4
2015,30.0,CLE,NBA,C,17.0,0.0,167.0,4.3,8.8,0.488,0.0,0.0,,4.3,8.8,0.488,0.9,1.7,0.5,2.4,6.5,8.8,1.7,0.4,0.9,4.5,5.8,9.5
2016,31.0,NOP,NBA,C,37.0,5.0,542.0,2.7,5.0,0.533,0.0,0.0,,2.7,5.0,0.533,0.7,1.7,0.44,1.7,6.8,8.5,2.1,0.7,0.7,2.7,4.3,6.0
2018,33.0,CLE,NBA,C,1.0,0.0,15.0,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,2.4,4.8,0.5,0.0,2.4,2.4,4.8,2.4,0.0,2.4,2.4,7.2
