Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2007,5,2862,CHI,Chicago Bulls,Tyrus Thomas,"August 17, 1986",20.0,NBA,PF,72.0,966.0,14.8,0.52,0.01,0.62,10.6,21.1,15.9,6.6,2.4,6.2,20.8,20.9,-0.4,2.6,2.2,0.11,-4.1,3.1,-1.0,0.2
2008,5,2862,CHI,Chicago Bulls,Tyrus Thomas,"August 17, 1986",21.0,NBA,PF,74.0,1330.0,14.6,0.49,0.01,0.4,8.4,21.1,14.5,11.0,1.9,4.2,13.0,19.7,0.4,2.1,2.4,0.09,-2.2,1.6,-0.6,0.5
2009,5,2862,CHI,Chicago Bulls,Tyrus Thomas,"August 17, 1986",22.0,NBA,PF,79.0,2175.0,15.9,0.52,0.01,0.44,7.8,18.9,13.4,5.5,2.2,5.1,13.6,19.4,1.2,3.4,4.6,0.1,-1.5,1.5,0.0,1.1
2010,31,2862,TOT,Total After Trade,Tyrus Thomas,"August 17, 1986",23.0,NBA,"C,PF",54.0,1220.0,16.8,0.51,0.01,0.42,7.8,23.6,15.9,7.8,2.7,5.5,15.6,22.1,-0.3,2.9,2.6,0.1,-2.0,2.9,0.9,0.9
2010,5,2862,CHI,Chicago Bulls,Tyrus Thomas,"August 17, 1986",23.0,NBA,PF,29.0,678.0,16.5,0.52,0.0,0.44,7.0,22.8,15.0,7.8,3.0,5.4,17.5,19.6,-0.2,1.6,1.4,0.1,-1.6,3.6,2.0,0.7
2010,4,2862,CHA,Charlotte Bobcats,Tyrus Thomas,"August 17, 1986",23.0,NBA,C,25.0,542.0,17.1,0.5,0.01,0.4,8.8,24.7,16.9,7.8,2.3,5.6,13.7,25.1,-0.1,1.3,1.2,0.11,-2.4,1.9,-0.5,0.2
2011,4,2862,CHA,Charlotte Bobcats,Tyrus Thomas,"August 17, 1986",24.0,NBA,C,41.0,861.0,18.2,0.54,0.01,0.41,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,0.4,1.5,1.8,0.1,-1.8,1.2,-0.6,0.3
2012,4,2862,CHA,Charlotte Bobcats,Tyrus Thomas,"August 17, 1986",25.0,NBA,PF,54.0,1013.0,9.0,0.42,0.01,0.25,5.4,17.7,11.3,6.0,1.9,4.4,12.7,19.0,-1.5,0.8,-0.6,-0.03,-5.9,-0.1,-6.0,-1.0
2013,4,2862,CHA,Charlotte Bobcats,Tyrus Thomas,"August 17, 1986",26.0,NBA,PF,26.0,360.0,9.6,0.42,0.06,0.23,4.9,14.4,9.5,9.1,2.0,3.4,10.2,21.1,-0.4,0.2,-0.2,-0.02,-5.1,-1.0,-6.1,-0.4
2015,15,2862,MEM,Memphis Grizzlies,Tyrus Thomas,"August 17, 1986",28.0,NBA,PF,2.0,7.0,31.4,1.06,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,0.1,0.0,0.1,0.48,11.2,7.3,18.5,0.0
