Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2020,22.0,PHI,NBA,SG,65,14,1287,4.2,10.0,0.423,2.1,5.9,0.357,2.1,4.1,0.519,0.9,1.5,0.61,1.7,2.4,4.0,3.0,3.5,1.8,1.9,5.3,11.5,,105,106
2021,23.0,PHI,NBA,SG,9,0,113,2.9,9.1,0.318,1.2,5.8,0.214,1.7,3.3,0.5,0.4,0.4,1.0,0.4,3.3,3.7,3.3,2.9,2.1,0.8,4.1,7.4,,93,106
