SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002 - 03,MIL,82,19905,3045,6670,0.457,585,1526,0.38299999999999995,2460,5144,0.478,1483,1911,0.7759999999999999,876,2367,3243,1823,622,344,1044,1820,8158
