SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1991,3,NJN,Reggie Theus,33,81,81,36.5,7.2,15.4,0.47,0.6,1.8,0.36,6.6,13.6,0.48,0.49,3.6,4.2,0.85,0.9,2.0,2.8,4.7,1.0,0.4,3.1,2.9,18.6
1991,3,NJN,Mookie Blaylock,23,72,70,35.9,6.0,14.4,0.42,0.2,1.3,0.15,5.8,13.2,0.44,0.42,1.9,2.4,0.79,0.9,2.5,3.5,6.1,2.3,0.6,2.9,2.5,14.1
1991,3,NJN,Derrick Coleman,23,74,68,35.2,6.9,14.9,0.47,0.2,0.5,0.34,6.8,14.4,0.47,0.47,4.4,6.0,0.73,3.6,6.6,10.3,2.2,1.0,1.3,2.9,2.9,18.4
1991,3,NJN,Chris Morris,25,79,68,32.3,5.2,12.2,0.42,0.6,2.3,0.25,4.6,9.9,0.46,0.45,2.3,3.1,0.73,2.7,3.9,6.6,2.8,1.7,1.2,2.1,3.1,13.2
1991,3,NJN,Sam Bowie,29,62,51,30.9,5.1,11.7,0.43,0.1,0.4,0.18,5.0,11.3,0.44,0.44,2.7,3.7,0.73,2.8,4.9,7.7,2.4,0.7,1.5,2.3,2.8,12.9
1991,3,NJN,Chris Dudley,25,61,25,25.6,2.8,6.8,0.41,0.0,0.0,,2.8,6.8,0.41,0.41,1.5,2.9,0.53,3.8,4.6,8.4,0.6,0.6,2.5,1.3,3.6,7.1
1991,3,NJN,DraAen PetroviA,26,43,0,20.5,4.9,9.8,0.5,0.5,1.4,0.37,4.4,8.4,0.52,0.53,2.3,2.7,0.86,1.0,1.2,2.1,1.5,0.9,0.0,1.6,2.6,12.6
1991,3,NJN,Greg Anderson,26,1,0,18.0,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,0.0,,4.0,2.0,6.0,1.0,2.0,0.0,1.0,4.0,8.0
1991,3,NJN,Jack Haley,27,78,18,15.1,2.1,4.4,0.47,0.0,0.0,,2.1,4.4,0.47,0.47,1.4,2.3,0.62,1.8,2.8,4.6,0.4,0.3,0.3,0.8,2.6,5.6
1991,3,NJN,Terry Mills,23,38,2,14.2,2.1,4.4,0.46,0.0,0.1,0.0,2.1,4.4,0.47,0.46,0.8,1.2,0.7,1.3,2.4,3.7,0.4,0.5,0.5,0.7,1.5,4.9
1991,3,NJN,Lester Conner,31,35,2,14.0,1.7,3.2,0.52,0.0,0.1,0.0,1.7,3.1,0.53,0.52,0.8,1.2,0.69,0.3,1.3,1.6,1.7,1.1,0.0,0.8,1.1,4.1
1991,3,NJN,Derrick Gervin,27,56,4,13.3,2.9,7.0,0.42,0.1,0.5,0.25,2.8,6.5,0.43,0.42,1.6,2.0,0.79,0.7,1.3,2.0,0.5,0.3,0.3,0.8,1.6,7.6
1991,3,NJN,Jud Buechler,22,74,10,11.6,1.3,3.1,0.42,0.0,0.1,0.25,1.3,3.0,0.42,0.42,0.6,0.9,0.65,0.8,1.1,1.9,0.7,0.4,0.2,0.4,1.1,3.1
1991,3,NJN,Tate George,22,56,11,10.6,1.4,3.4,0.42,0.0,0.0,0.0,1.4,3.4,0.42,0.42,0.6,0.7,0.8,0.3,0.5,0.8,1.9,0.4,0.1,0.8,1.0,3.4
1991,3,NJN,Roy Hinson,29,9,0,10.1,2.2,4.3,0.51,0.0,0.0,,2.2,4.3,0.51,0.51,0.1,0.3,0.33,0.7,1.4,2.1,0.4,0.0,0.3,0.7,1.6,4.6
1991,3,NJN,Kurk Lee,23,48,0,5.5,0.4,1.5,0.27,0.1,0.3,0.2,0.3,1.2,0.29,0.29,0.5,0.6,0.89,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4
