Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2010,7,DAL,Dallas Mavericks,Dirk Nowitzki,31,81,80,3039,12.3,25.5,0.48,0.9,2.1,0.42,11.4,23.5,0.49,9.2,10.0,0.92,1.4,9.2,10.6,3.7,1.2,1.3,2.5,3.6,34.6,,116,105
2010,7,DAL,Dallas Mavericks,Jason Kidd,36,80,80,2881,5.1,12.1,0.42,3.2,7.5,0.42,1.9,4.6,0.42,1.4,1.8,0.81,0.9,7.2,8.0,13.0,2.6,0.6,3.5,2.6,14.8,,115,105
2010,7,DAL,Dallas Mavericks,Jason Terry,32,77,12,2540,9.3,21.3,0.44,2.8,7.6,0.36,6.5,13.6,0.48,4.7,5.5,0.87,0.4,2.5,2.9,6.0,1.9,0.3,2.2,2.9,26.2,,112,109
2010,7,DAL,Dallas Mavericks,Shawn Marion,31,75,75,2385,8.6,16.9,0.51,0.1,0.4,0.16,8.5,16.5,0.52,2.3,3.0,0.76,3.4,6.9,10.4,2.3,1.5,1.3,2.2,3.1,19.5,,107,106
2010,7,DAL,Dallas Mavericks,J.J. Barea,25,78,18,1546,7.8,17.7,0.44,1.9,5.3,0.36,5.9,12.4,0.48,2.6,3.0,0.84,0.6,4.3,4.9,8.7,1.2,0.2,3.4,4.0,20.0,,104,110
2010,7,DAL,Dallas Mavericks,Erick Dampier,34,55,47,1280,5.4,8.6,0.62,0.0,0.1,0.33,5.4,8.5,0.63,2.5,4.1,0.6,5.2,11.0,16.2,1.3,0.6,3.1,2.5,6.2,13.3,,118,104
2010,7,DAL,Dallas Mavericks,Drew Gooden,28,46,11,1030,7.9,16.9,0.47,0.1,0.3,0.17,7.9,16.6,0.47,4.7,5.8,0.81,6.2,9.7,15.9,1.3,1.3,2.5,2.8,6.5,20.6,,108,103
2010,7,DAL,Dallas Mavericks,Caron Butler,29,27,27,930,8.8,19.9,0.44,0.9,2.8,0.34,7.8,17.1,0.46,4.4,5.8,0.76,2.0,6.1,8.1,2.7,2.7,0.5,2.6,3.7,22.9,,101,105
2010,7,DAL,Dallas Mavericks,Josh Howard,29,31,9,827,8.6,21.5,0.4,1.3,4.7,0.27,7.3,16.8,0.44,5.9,7.5,0.79,1.6,5.4,7.0,2.8,1.4,0.6,2.7,4.9,24.3,,99,108
2010,7,DAL,Dallas Mavericks,Brendan Haywood,30,28,19,741,6.2,10.9,0.56,0.0,0.1,0.0,6.2,10.9,0.57,3.5,6.1,0.57,5.5,9.1,14.6,1.8,0.6,4.0,2.2,4.5,15.8,,116,104
2010,7,DAL,Dallas Mavericks,Rodrigue Beaubois,21,56,16,700,11.5,22.2,0.52,3.3,8.2,0.41,8.2,14.0,0.58,3.1,3.9,0.81,0.9,4.9,5.8,5.5,2.1,0.9,4.0,6.2,29.4,,111,107
2010,7,DAL,Dallas Mavericks,Eduardo Najera,33,33,3,481,4.5,10.0,0.45,1.7,5.1,0.34,2.8,5.0,0.56,0.9,1.3,0.67,2.4,5.9,8.3,1.5,1.8,1.3,1.4,6.6,11.7,,109,106
2010,7,DAL,Dallas Mavericks,Kris Humphries,24,25,0,315,8.7,18.9,0.46,0.0,0.0,,8.7,18.9,0.46,4.1,7.2,0.57,6.3,9.4,15.7,1.2,1.2,1.8,2.1,7.1,21.6,,104,105
2010,7,DAL,Dallas Mavericks,Quinton Ross,28,27,7,301,4.0,9.7,0.41,0.5,2.2,0.23,3.4,7.4,0.46,0.9,1.4,0.62,1.9,2.8,4.7,1.2,1.2,0.7,0.5,5.9,9.3,,102,110
2010,7,DAL,Dallas Mavericks,Tim Thomas,32,18,1,285,8.9,19.3,0.46,2.9,7.8,0.37,6.0,11.5,0.52,3.8,4.4,0.88,2.4,5.1,7.5,2.5,1.8,0.4,2.5,5.6,24.6,,111,108
2010,7,DAL,Dallas Mavericks,DeShawn Stevenson,28,24,5,267,3.3,11.7,0.28,1.6,4.9,0.32,1.7,6.8,0.26,1.4,1.9,0.7,0.8,4.3,5.1,2.3,1.0,0.2,1.2,4.5,9.5,,84,110
2010,7,DAL,Dallas Mavericks,James Singleton,28,25,0,211,5.9,15.7,0.38,1.2,5.4,0.23,4.7,10.3,0.45,1.5,1.5,1.0,4.2,9.3,13.5,2.2,2.7,1.7,3.0,7.6,14.5,,92,102
2010,7,DAL,Dallas Mavericks,Matt Carroll,29,25,0,121,7.7,21.4,0.36,1.7,8.1,0.21,6.0,13.3,0.45,2.6,2.6,1.0,1.7,3.4,5.1,2.6,2.1,0.0,3.0,5.6,19.7,,87,108
