Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1985,22.0,UTA,NBA,PG,10,0,186,21,45,0.467,0,2,0.0,21,43,0.488,0.467,26,35,0.743,7,21,28,43,11,2,16,30,68,,0
1986,23.0,UTA,NBA,PG,4,0,73,9,17,0.529,1,1,1.0,8,16,0.5,0.559,8,9,0.889,3,3,6,14,5,0,4,10,27,,0
1987,24.0,UTA,NBA,PG,5,2,157,18,29,0.621,4,5,0.8,14,24,0.583,0.69,10,13,0.769,2,9,11,40,15,1,11,18,50,,0
1988,25.0,UTA,NBA,PG,11,11,478,68,134,0.507,4,14,0.286,64,120,0.533,0.522,75,91,0.824,14,31,45,163,37,3,48,36,215,,0
1989,26.0,UTA,NBA,PG,3,3,139,30,59,0.508,3,4,0.75,27,55,0.491,0.534,19,21,0.905,2,8,10,41,11,5,11,15,82,,0
1990,27.0,UTA,NBA,PG,5,5,194,29,69,0.42,1,13,0.077,28,56,0.5,0.428,16,20,0.8,4,12,16,75,6,0,14,20,75,,0
1991,28.0,UTA,NBA,PG,9,9,373,58,108,0.537,11,27,0.407,47,81,0.58,0.588,37,44,0.841,10,32,42,124,20,2,32,33,164,,0
1992,29.0,UTA,NBA,PG,16,16,623,77,182,0.423,18,58,0.31,59,124,0.476,0.473,65,78,0.833,10,37,47,217,34,5,58,38,237,,0
1993,30.0,UTA,NBA,PG,5,5,193,23,51,0.451,5,13,0.385,18,38,0.474,0.5,15,18,0.833,5,7,12,55,12,0,15,16,66,,0
1994,31.0,UTA,NBA,PG,16,16,597,88,193,0.456,4,24,0.167,84,169,0.497,0.466,51,63,0.81,14,38,52,157,27,8,40,44,231,,0
1995,32.0,UTA,NBA,PG,5,5,193,34,74,0.459,8,20,0.4,26,54,0.481,0.514,13,17,0.765,6,11,17,51,7,1,14,13,89,,0
1996,33.0,UTA,NBA,PG,18,18,679,70,157,0.446,11,38,0.289,59,119,0.496,0.481,48,59,0.814,14,44,58,195,29,7,58,50,199,,0
1997,34.0,UTA,NBA,PG,20,20,739,113,217,0.521,19,50,0.38,94,167,0.563,0.565,77,90,0.856,18,60,78,191,33,5,62,52,322,,0
1998,35.0,UTA,NBA,PG,20,20,596,81,164,0.494,9,26,0.346,72,138,0.522,0.521,51,71,0.718,16,44,60,155,31,3,48,54,222,,0
1999,36.0,UTA,NBA,PG,11,11,352,42,105,0.4,4,12,0.333,38,93,0.409,0.419,34,46,0.739,11,25,36,92,18,1,31,32,122,,0
2001,38.0,UTA,NBA,PG,5,5,186,17,37,0.459,0,8,0.0,17,29,0.586,0.459,15,21,0.714,11,17,28,57,10,3,7,19,49,,1
2002,39.0,UTA,NBA,PG,4,4,141,18,40,0.45,2,7,0.286,16,33,0.485,0.475,12,13,0.923,3,13,16,40,11,1,8,16,50,,0
2003,40.0,UTA,NBA,PG,5,5,149,18,39,0.462,0,1,0.0,18,38,0.474,0.462,20,20,1.0,5,11,16,26,8,1,14,13,56,,0
