Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,22.0,LAL,NBA,SG,64.0,1.0,695.0,7.1,16.1,0.441,0.0,0.5,0.0,7.1,15.6,0.455,2.9,4.2,0.702,1.8,3.4,5.2,9.9,2.1,0.9,5.1,5.9,17.2,,96.0,106.0
1992,23.0,LAL,NBA,PG,63.0,0.0,820.0,7.2,17.9,0.399,0.0,0.7,0.0,7.2,17.2,0.415,3.1,4.7,0.653,2.0,2.8,4.8,6.9,2.5,0.5,3.2,5.8,17.4,,95.0,111.0
1993,24.0,LAL,NBA,SG,55.0,9.0,752.0,8.8,18.3,0.484,0.1,0.7,0.182,8.7,17.5,0.496,4.1,5.4,0.756,3.1,2.7,5.8,4.2,3.3,0.5,2.7,4.8,21.9,,109.0,109.0
1994,25.0,LAL,NBA,SG,73.0,31.0,1617.0,8.5,19.2,0.441,0.5,1.6,0.32,8.0,17.6,0.451,2.6,3.7,0.714,3.3,2.8,6.1,4.6,1.8,0.4,2.4,4.0,20.1,,104.0,112.0
1995,26.0,LAL,NBA,SG,61.0,4.0,1024.0,6.5,15.2,0.427,1.6,4.5,0.352,4.9,10.7,0.459,2.2,3.1,0.698,2.1,3.2,5.3,5.0,2.3,0.3,2.5,5.5,16.7,,106.0,112.0
1996,27.0,TOT,NBA,SG,59.0,3.0,938.0,6.4,15.2,0.423,2.1,6.4,0.328,4.3,8.8,0.494,1.6,2.6,0.609,1.7,3.6,5.3,8.5,2.1,0.6,3.7,5.9,16.5,,103.0,109.0
1996,27.0,PHO,NBA,SG,34.0,2.0,528.0,6.8,16.9,0.405,2.4,7.5,0.325,4.4,9.4,0.469,2.3,3.6,0.649,2.3,3.1,5.5,8.4,2.0,0.5,3.9,5.9,18.4,,102.0,112.0
1996,27.0,MIA,NBA,SG,25.0,1.0,410.0,5.9,13.0,0.455,1.7,5.0,0.333,4.2,8.0,0.532,0.5,1.2,0.444,0.8,4.2,5.0,8.7,2.1,0.6,3.3,5.9,14.0,,105.0,105.0
1997,28.0,CHH,NBA,PG,69.0,39.0,1291.0,5.8,14.1,0.409,1.3,4.2,0.323,4.5,10.0,0.445,1.6,2.5,0.644,1.6,2.4,3.9,6.3,2.0,0.8,3.1,4.6,14.5,,98.0,111.0
1998,29.0,MIL,NBA,PG,7.0,0.0,80.0,5.3,16.0,0.333,0.0,2.7,0.0,5.3,13.3,0.4,2.0,2.7,0.75,2.7,2.0,4.7,6.7,3.3,1.3,6.0,4.7,12.6,,75.0,105.0
2001,32.0,ATL,NBA,SG,6.0,0.0,78.0,5.4,15.4,0.348,0.0,1.3,0.0,5.4,14.1,0.381,0.7,1.3,0.5,1.3,0.7,2.0,6.7,4.7,0.0,6.0,8.0,11.4,,68.0,103.0
