PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Giannis Antetokounmpo,25.0,63,63.0,1917,685,1238,0.5529999999999999,89,293,0.304,596,945,0.631,0.589,398,629,0.633,140,716,856,354,61,66,230,195,1857
Khris Middleton,28.0,62,59.0,1853,471,947,0.49700000000000005,147,354,0.415,324,593,0.546,0.575,208,227,0.9159999999999999,44,338,382,265,53,7,137,142,1297
Brook Lopez,31.0,68,67.0,1817,292,671,0.435,102,325,0.314,190,346,0.5489999999999999,0.511,127,152,0.836,58,254,312,99,46,163,70,163,813
Eric Bledsoe,30.0,61,61.0,1646,334,703,0.475,74,215,0.344,260,488,0.5329999999999999,0.528,169,214,0.79,43,239,282,328,57,26,148,128,911
Wesley Matthews,33.0,67,67.0,1635,167,422,0.396,108,297,0.364,59,125,0.47200000000000003,0.524,52,68,0.765,22,144,166,92,38,9,43,103,494
Donte DiVincenzo,23.0,66,24.0,1520,232,510,0.455,83,247,0.336,149,263,0.5670000000000001,0.536,63,86,0.733,66,252,318,154,85,20,90,113,610
George Hill,33.0,59,2.0,1271,194,376,0.516,81,176,0.46,113,200,0.565,0.624,85,101,0.8420000000000001,50,127,177,180,47,5,57,84,554
Pat Connaughton,27.0,67,4.0,1243,137,301,0.455,55,166,0.331,82,135,0.607,0.547,31,40,0.775,60,224,284,107,25,31,52,70,360
Ersan İlyasova,32.0,63,8.0,986,146,313,0.466,50,137,0.365,96,176,0.545,0.546,72,87,0.828,62,240,302,49,24,17,34,95,414
Kyle Korver,38.0,58,1.0,960,126,293,0.43,99,237,0.418,27,56,0.48200000000000004,0.599,35,41,0.8540000000000001,15,107,122,68,26,12,48,78,386
Robin Lopez,31.0,66,5.0,958,147,299,0.49200000000000005,35,105,0.33299999999999996,112,194,0.5770000000000001,0.55,28,53,0.528,56,105,161,45,10,45,63,96,357
Sterling Brown,24.0,52,1.0,767,95,256,0.371,44,136,0.324,51,120,0.425,0.457,32,40,0.8,31,152,183,51,29,7,42,54,266
D.J. Wilson,23.0,37,1.0,363,52,132,0.39399999999999996,18,73,0.247,34,59,0.5760000000000001,0.462,11,18,0.611,12,80,92,25,3,5,19,33,133
Marvin Williams,33.0,17,0.0,321,25,57,0.439,12,39,0.308,13,18,0.722,0.544,6,7,0.857,15,59,74,19,10,8,8,32,68
Thanasis Antetokounmpo,27.0,20,2.0,129,24,48,0.5,0,10,0.0,24,38,0.632,0.5,7,17,0.41200000000000003,12,12,24,15,7,2,12,18,55
Frank Mason,25.0,9,0.0,118,23,51,0.451,6,21,0.28600000000000003,17,30,0.5670000000000001,0.51,10,17,0.588,5,14,19,29,5,1,11,11,62
Dragan Bender,22.0,7,0.0,91,10,21,0.47600000000000003,4,9,0.444,6,12,0.5,0.5710000000000001,2,3,0.667,0,20,20,9,0,5,5,16,26
Team Totals,,73,,17595,3160,6638,0.47600000000000003,1007,2840,0.355,2153,3798,0.5670000000000001,0.552,1336,1800,0.742,691,3083,3774,1889,526,429,1102,1431,8663
