Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,5.0,1039,CHI,Chicago Bulls,30.0,NBA,C,48.0,,1568.0,305.0,513.0,0.6,0.0,0.0,,305.0,513.0,0.6,0.6,245.0,344.0,0.71,108.0,324.0,432.0,133.0,29.0,59.0,133.0,167.0,855.0,,0.0
1981,5.0,1039,CHI,Chicago Bulls,31.0,NBA,C,82.0,,2832.0,547.0,816.0,0.67,0.0,0.0,,547.0,816.0,0.67,0.67,375.0,532.0,0.7,220.0,608.0,828.0,172.0,47.0,198.0,236.0,295.0,1469.0,,0.0
1982,5.0,1039,CHI,Chicago Bulls,32.0,NBA,C,82.0,82.0,2796.0,546.0,837.0,0.65,1.0,1.0,1.0,545.0,836.0,0.65,0.65,424.0,552.0,0.77,224.0,611.0,835.0,136.0,49.0,220.0,227.0,287.0,1517.0,,0.0
1983,27.0,1039,SAS,San Antonio Spurs,33.0,NBA,C,82.0,82.0,2797.0,556.0,888.0,0.63,0.0,6.0,0.0,556.0,882.0,0.63,0.63,367.0,496.0,0.74,299.0,685.0,984.0,126.0,40.0,192.0,254.0,273.0,1479.0,,0.0
1984,27.0,1039,SAS,San Antonio Spurs,34.0,NBA,C,64.0,59.0,2034.0,351.0,556.0,0.63,0.0,3.0,0.0,351.0,553.0,0.64,0.63,280.0,390.0,0.72,213.0,449.0,662.0,70.0,36.0,132.0,149.0,229.0,982.0,,0.0
1985,27.0,1039,SAS,San Antonio Spurs,35.0,NBA,C,81.0,81.0,2756.0,532.0,854.0,0.62,0.0,2.0,0.0,532.0,852.0,0.62,0.62,484.0,646.0,0.75,231.0,615.0,846.0,131.0,40.0,173.0,241.0,306.0,1548.0,,1.0
1986,27.0,1039,SAS,San Antonio Spurs,36.0,NBA,C,71.0,71.0,2395.0,423.0,684.0,0.62,0.0,1.0,0.0,423.0,683.0,0.62,0.62,338.0,482.0,0.7,166.0,434.0,600.0,102.0,39.0,108.0,186.0,239.0,1184.0,,0.0
1987,27.0,1039,SAS,San Antonio Spurs,37.0,NBA,C,82.0,74.0,2405.0,346.0,580.0,0.6,0.0,0.0,,346.0,580.0,0.6,0.6,242.0,356.0,0.68,185.0,394.0,579.0,150.0,39.0,95.0,178.0,235.0,934.0,,0.0
1988,31.0,1039,TOT,Total After Trade,38.0,NBA,C,71.0,27.0,893.0,99.0,181.0,0.55,0.0,0.0,,99.0,181.0,0.55,0.55,67.0,128.0,0.52,69.0,142.0,211.0,21.0,15.0,30.0,67.0,148.0,265.0,,0.0
1988,5.0,1039,CHI,Chicago Bulls,38.0,NBA,C,24.0,23.0,372.0,41.0,80.0,0.51,0.0,0.0,,41.0,80.0,0.51,0.51,19.0,37.0,0.51,15.0,48.0,63.0,9.0,5.0,12.0,28.0,54.0,101.0,,0.0
1988,2.0,1039,BOS,Boston Celtics,38.0,NBA,C,47.0,4.0,521.0,58.0,101.0,0.57,0.0,0.0,,58.0,101.0,0.57,0.57,48.0,91.0,0.53,54.0,94.0,148.0,12.0,10.0,18.0,39.0,94.0,164.0,,0.0
