Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,20.0,DEN,NBA,C,80.0,53.0,2258.0,5.1,9.9,0.519,0.0,0.0,0.0,5.1,9.8,0.521,3.1,5.4,0.578,3.3,4.5,7.8,2.4,2.0,1.0,2.9,4.7,13.4
2004,21.0,DEN,NBA,PF,77.0,77.0,2504.0,4.8,9.1,0.53,0.0,0.0,0.0,4.8,9.0,0.532,3.5,5.1,0.682,2.2,5.0,7.2,2.4,1.7,0.6,2.6,4.0,13.1
2005,22.0,DEN,NBA,C,55.0,18.0,1317.0,5.3,10.6,0.503,0.0,0.1,0.0,5.3,10.5,0.505,3.8,5.8,0.66,2.8,6.0,8.9,2.3,1.4,1.3,2.6,4.6,14.4
2006,23.0,DEN,NBA,PF,1.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0
2007,24.0,DEN,NBA,C,64.0,42.0,1715.0,6.2,10.8,0.57,0.0,0.0,0.0,6.2,10.8,0.571,4.1,5.9,0.689,3.1,6.3,9.4,1.6,1.3,1.2,2.7,4.4,16.4
2008,25.0,DEN,NBA,PF,16.0,1.0,266.0,3.9,9.6,0.408,0.0,0.1,0.0,3.9,9.5,0.414,3.7,6.6,0.551,4.1,7.7,11.8,2.0,1.2,1.9,2.8,6.2,11.5
2009,26.0,DEN,NBA,C,77.0,76.0,2510.0,6.1,10.2,0.604,0.0,0.1,0.2,6.1,10.1,0.607,3.8,5.3,0.723,2.6,6.0,8.6,1.5,1.4,1.4,2.1,4.0,16.1
2010,27.0,DEN,NBA,C,82.0,82.0,2755.0,5.5,9.4,0.587,0.0,0.0,0.0,5.5,9.3,0.589,3.8,5.4,0.704,2.2,6.0,8.2,2.7,1.5,1.1,1.6,3.7,14.8
2011,28.0,DEN,NBA,C,75.0,75.0,2291.0,6.3,10.3,0.615,0.0,0.1,0.2,6.3,10.2,0.618,4.5,6.3,0.711,2.3,6.7,9.0,2.3,1.3,1.1,2.1,3.7,17.1
2012,29.0,TOT,NBA,C,39.0,33.0,1110.0,6.8,12.7,0.537,0.0,0.1,0.0,6.8,12.6,0.542,3.7,5.4,0.673,2.0,7.4,9.4,2.6,1.4,1.2,3.1,3.1,17.4
2012,29.0,DEN,NBA,C,28.0,27.0,826.0,6.2,12.2,0.509,0.0,0.1,0.0,6.2,12.2,0.513,3.9,5.8,0.677,1.9,7.2,9.1,2.7,1.6,1.1,3.4,3.0,16.4
2012,29.0,WAS,NBA,C,11.0,6.0,284.0,8.6,14.2,0.607,0.0,0.3,0.0,8.6,13.9,0.618,2.9,4.4,0.657,2.5,8.0,10.5,2.4,0.8,1.6,2.4,3.3,20.2
2013,30.0,WAS,NBA,PF,61.0,49.0,1659.0,6.2,12.9,0.48,0.0,0.0,0.0,6.2,12.9,0.481,4.3,5.8,0.729,2.2,6.6,8.8,3.8,1.2,0.8,3.0,3.7,16.6
2014,31.0,WAS,NBA,PF,53.0,37.0,1560.0,6.9,13.7,0.503,0.0,0.1,0.2,6.9,13.6,0.506,3.6,6.1,0.583,1.5,5.3,6.8,3.5,1.5,1.1,2.7,3.8,17.4
2015,32.0,WAS,NBA,PF,67.0,58.0,1693.0,6.5,12.8,0.511,0.0,0.1,0.2,6.5,12.7,0.513,2.6,4.3,0.604,1.8,5.5,7.3,2.6,1.4,0.5,2.6,3.8,15.7
2016,33.0,WAS,NBA,PF,57.0,11.0,1094.0,6.9,12.6,0.544,0.0,0.1,0.0,6.9,12.5,0.549,3.5,6.1,0.578,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3
2017,34.0,HOU,NBA,C,67.0,8.0,1198.0,7.4,11.9,0.617,0.1,0.3,0.333,7.3,11.7,0.624,3.5,5.9,0.589,2.9,5.6,8.5,2.0,1.7,1.2,2.2,4.9,18.3
2018,35.0,HOU,NBA,C,52.0,4.0,758.0,6.5,11.4,0.569,0.0,0.1,0.0,6.5,11.3,0.574,3.2,5.1,0.636,2.6,5.8,8.4,2.1,1.3,0.7,1.8,5.8,16.1
2019,36.0,HOU,NBA,C,42.0,2.0,546.0,4.0,7.6,0.517,0.0,0.2,0.0,4.0,7.5,0.531,2.0,3.1,0.66,2.2,5.9,8.1,1.7,1.2,1.0,0.7,5.7,10.0
