NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Andre Barrett,PG,5-10,172,1982-02-21,US,3,Seton Hall
42,Elton Brand,PF,6-8,275,1979-03-11,US,8,Duke
19,Sam Cassell,PG,6-3,185,1969-11-18,US,14,Florida State
40,Paul Davis,PF,6-11,270,1984-07-21,US,1,Michigan State
1,Guillermo Díaz,SG,6-2,192,1985-03-04,PR,R,Miami (FL)
10,Dan Dickau,PG,6-0,190,1978-09-16,US,5,"Washington, Gonzaga"
20,Nick Fazekas,PF,6-11,235,1985-06-17,US,R,Nevada
24,Richie Frahm,SG,6-5,210,1977-08-14,US,3,Gonzaga
35,Chris Kaman,C,7-0,265,1982-04-28,US,4,Central Michigan University
22,Brevin Knight,PG,5-10,173,1975-11-08,US,10,Stanford
50,Corey Maggette,SF,6-6,218,1979-11-12,US,8,Duke
5,Cuttino Mobley,SG,6-4,190,1975-09-01,US,9,Rhode Island
1,Smush Parker,PG,6-4,190,1981-06-01,US,4,Fordham
23,Ruben Patterson,SF,6-5,224,1975-07-31,US,9,Cincinnati
21,Josh Powell,C,6-9,225,1983-01-25,US,2,NC State
13,Quinton Ross,SG,6-6,195,1981-04-30,US,3,SMU
2,Tim Thomas,PF,6-10,230,1977-02-26,US,10,Villanova
12,Al Thornton,PF,6-8,220,1983-12-07,US,R,Florida State
34,Aaron Williams,C,6-9,220,1971-10-02,US,13,Xavier
3,Marcus Williams,PF,6-7,205,1986-11-18,US,R,Arizona
