SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2008,29,UTA,22,Morris Almond,SG,6-6,225,1985-02-02,US,R,Rice University
2008,29,UTA,5,Carlos Boozer,PF,6-9,258,1981-11-20,DE,5,Duke
2008,29,UTA,9,Ronnie Brewer,SG,6-7,220,1985-03-20,US,1,Arkansas
2008,29,UTA,31,Jarron Collins,C,6-11,255,1978-12-02,US,6,Stanford
2008,29,UTA,44,Kyrylo Fesenko,C,7-1,288,1986-12-24,UA,R,
2008,29,UTA,10,Gordan Giricek,SG,6-6,210,1977-06-20,HR,5,
2008,29,UTA,15,Matt Harpring,SF,6-7,231,1976-05-31,US,9,Georgia Tech
2008,29,UTA,3,Jason Hart,PG,6-3,185,1978-04-29,US,6,Syracuse
2008,29,UTA,47,Andrei Kirilenko,SF,6-9,220,1981-02-18,RU,6,
2008,29,UTA,26,Kyle Korver,SG,6-7,212,1981-03-17,US,4,Creighton
2008,29,UTA,34,C.J. Miles,SG,6-6,220,1987-03-18,US,2,
2008,29,UTA,24,Paul Millsap,PF,6-7,257,1985-02-10,US,1,Louisiana Tech
2008,29,UTA,13,Mehmet Okur,C,6-11,249,1979-05-26,TR,5,
2008,29,UTA,17,Ronnie Price,PG,6-2,190,1983-06-21,US,2,"Nicholls State, Utah Valley"
2008,29,UTA,8,Deron Williams,PG,6-3,200,1984-06-26,US,2,Illinois
