NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
13,Maurice Ager,SG,6-5,202,1984-02-09,US,1,Michigan State
30,Malik Allen,PF,6-10,255,1978-06-27,US,6,Villanova
10,Darrell Armstrong,PG,6-0,170,1968-06-22,US,13,Fayetteville State University
2,Josh Boone,PF,6-10,237,1984-11-21,US,1,UConn
15,Vince Carter,SG,6-6,220,1977-01-26,US,9,UNC
35,Jason Collins,C,7-0,255,1978-12-02,US,6,Stanford
14,DeSagana Diop,C,7-0,300,1982-01-30,SN,6,
8,Eddie Gill,PG,6-0,190,1978-08-16,US,5,Weber State
34,Devin Harris,PG,6-3,185,1983-02-27,US,3,Wisconsin
44,Trenton Hassell,SG,6-5,200,1979-03-04,US,6,Austin Peay State University
24,Richard Jefferson,SF,6-7,233,1980-06-21,US,6,Arizona
5,Jason Kidd,PG,6-4,205,1973-03-23,US,13,California
12,Nenad Krstić,C,7-0,240,1983-07-25,RS,3,
20,Jamaal Magloire,C,6-11,259,1978-05-21,CA,7,Kentucky
7,Boštjan Nachbar,PF,6-9,221,1980-07-03,SI,5,
6,Stromile Swift,PF,6-9,225,1979-11-21,US,7,LSU
22,Billy Thomas,SF,6-4,208,1975-12-23,US,2,Kansas
1,Marcus Williams,PG,6-3,205,1985-12-03,US,1,UConn
51,Sean Williams,C,6-10,235,1986-09-13,US,R,Boston College
21,Antoine Wright,SG,6-7,210,1984-02-06,US,2,Texas A&M
