SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2008,11,HOU,12,Rafer Alston,PG,6-2,171,1976-07-24,US,8,Fresno State
2008,11,HOU,31,Shane Battier,SF,6-8,220,1978-09-09,US,6,Duke
2008,11,HOU,0,Aaron Brooks,PG,6-0,161,1985-01-14,US,R,Oregon
2008,11,HOU,3,Steve Francis,PG,6-3,195,1977-02-21,US,8,Maryland
2008,11,HOU,25,Gerald Green,SF,6-6,205,1986-01-26,US,2,
2008,11,HOU,19,Mike Harris,PF,6-6,240,1983-06-15,US,R,Rice University
2008,11,HOU,44,Chuck Hayes,PF,6-6,240,1983-06-11,US,2,Kentucky
2008,11,HOU,2,Luther Head,SG,6-3,185,1982-11-26,US,2,Illinois
2008,11,HOU,8,Bobby Jackson,PG,6-1,185,1973-03-13,US,10,Minnesota
2008,11,HOU,7,Mike James,PG,6-2,188,1975-06-23,US,6,Duquesne
2008,11,HOU,0,Bobby Jones,SF,6-7,215,1984-01-09,US,1,Washington
2008,11,HOU,14,Carl Landry,PF,6-9,248,1983-09-19,US,R,Purdue
2008,11,HOU,1,Tracy McGrady,SG,6-8,210,1979-05-24,US,10,
2008,11,HOU,11,Yao Ming,C,7-6,310,1980-09-12,CN,5,
2008,11,HOU,55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,16,Georgetown
2008,11,HOU,20,Steve Novak,SF,6-10,225,1983-06-13,US,1,Marquette
2008,11,HOU,4,Luis Scola,PF,6-9,240,1980-04-30,AR,R,
2008,11,HOU,13,Kirk Snyder,PF,6-6,225,1983-06-05,US,3,Nevada
2008,11,HOU,6,Bonzi Wells,SG,6-5,210,1976-09-28,US,9,Ball State University
2008,11,HOU,30,Justin Williams,C,6-10,225,1984-05-12,US,1,Wyoming
2008,11,HOU,33,Loren Woods,C,7-1,245,1978-06-21,US,5,"Wake Forest, Arizona"
