NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Trevor Ariza,SF,6-8,215,1985-06-30,US,3,UCLA
30,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,6,Florida International University
40,James Augustine,PF,6-10,235,1984-02-27,US,1,Illinois
10,Keith Bogans,SG,6-5,215,1980-05-12,US,4,Kentucky
34,Brian Cook,PF,6-9,234,1980-12-04,US,4,Illinois
5,Keyon Dooling,PG,6-3,196,1980-05-08,US,7,Missouri
1,Maurice Evans,SG,6-5,220,1978-11-08,US,4,"Wichita State, Texas"
31,Adonal Foyle,C,6-10,250,1975-03-09,VC,10,Colgate
8,Pat Garrity,PF,6-9,238,1976-08-23,US,9,Notre Dame
13,Marcin Gortat,C,6-11,240,1984-02-17,PL,R,
12,Dwight Howard,C,6-10,265,1985-12-08,US,3,
9,Rashard Lewis,PF,6-10,215,1979-08-08,US,9,
14,Jameer Nelson,PG,6-0,190,1982-02-09,US,3,Saint Joseph's
45,Bo Outlaw,PF,6-8,210,1971-04-13,US,14,"South Plains College, Houston"
7,J.J. Redick,SG,6-3,200,1984-06-24,US,1,Duke
15,Hedo Türkoğlu,SF,6-10,220,1979-03-19,TR,7,
