SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2008,27,SAS,17,Brent Barry,SF,6-6,185,1971-12-31,US,12,Oregon State
2008,27,SAS,15,Matt Bonner,PF,6-10,235,1980-04-05,US,3,Florida
2008,27,SAS,12,Bruce Bowen,SF,6-7,185,1971-06-14,US,11,Cal State Fullerton
2008,27,SAS,21,Tim Duncan,C,6-11,250,1976-04-25,VI,10,Wake Forest
2008,27,SAS,16,Francisco Elson,C,7-0,235,1976-02-28,NL,4,California
2008,27,SAS,4,Michael Finley,SG,6-7,215,1973-03-06,US,12,Wisconsin
2008,27,SAS,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,5,
2008,27,SAS,25,Robert Horry,PF,6-10,240,1970-08-25,US,15,Alabama
2008,27,SAS,1,DerMarr Johnson,SF,6-9,201,1980-05-05,US,6,Cincinnati
2008,27,SAS,42,Bobby Jones,SF,6-7,215,1984-01-09,US,1,Washington
2008,27,SAS,3,Keith Langford,SG,6-4,215,1983-09-15,US,R,Kansas
2008,27,SAS,28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,R,
2008,27,SAS,7,Fabricio Oberto,C,6-10,245,1975-03-21,AR,2,
2008,27,SAS,9,Tony Parker,PG,6-2,185,1982-05-17,BE,6,
2008,27,SAS,23,Jeremy Richardson,SG,6-6,185,1984-02-11,US,1,Delta State University
2008,27,SAS,3,Damon Stoudamire,PG,5-10,171,1973-09-03,US,12,Arizona
2008,27,SAS,40,Kurt Thomas,PF,6-9,230,1972-10-04,US,12,TCU
2008,27,SAS,5,Ime Udoka,PF,6-6,215,1977-08-09,US,3,"San Francisco, Portland State"
2008,27,SAS,11,Jacque Vaughn,PG,6-1,190,1975-02-11,US,10,Kansas
2008,27,SAS,35,Darius Washington,SG,6-2,195,1985-12-06,US,R,Memphis
2008,27,SAS,33,Marcus Williams,SF,6-7,205,1986-11-18,US,R,Arizona
