NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
41,Lance Allred,C,6-11,250,1981-02-02,US,R,"Utah, Weber State"
33,Devin Brown,SG,6-5,220,1978-12-30,US,5,Texas-San Antonio
6,Shannon Brown,SG,6-4,205,1985-11-29,US,1,Michigan State
45,Kaniel Dickens,PF,6-8,215,1978-07-21,US,2,"Tyler Junior College, Idaho"
1,Daniel Gibson,PG,6-2,190,1986-02-27,US,1,Texas
90,Drew Gooden,PF,6-10,250,1981-09-24,US,5,Kansas
32,Larry Hughes,PG,6-5,184,1979-01-23,US,9,Saint Louis
11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,9,
23,LeBron James,SF,6-9,250,1984-12-30,US,4,
19,Damon Jones,SG,6-3,185,1976-08-25,US,9,Houston
27,Dwayne Jones,PF,6-11,250,1983-06-09,US,2,Saint Joseph's
24,Donyell Marshall,PF,6-9,218,1973-05-18,US,13,UConn
14,Ira Newble,SG,6-7,220,1975-01-20,US,7,Miami University
35,Demetris Nichols,SF,6-8,216,1984-09-04,US,R,Syracuse
3,Sasha Pavlović,SG,6-8,220,1983-11-15,ME,4,
15,Cedric Simmons,PF,6-9,235,1986-01-03,US,1,NC State
32,Joe Smith,PF,6-10,225,1975-07-26,US,12,Maryland
20,Eric Snow,PG,6-3,190,1973-04-24,US,12,Michigan State
10,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,8,Miami University
12,Billy Thomas,SF,6-4,208,1975-12-23,US,2,Kansas
17,Anderson Varejão,C,6-10,273,1982-09-28,BR,3,
4,Ben Wallace,PF,6-9,240,1974-09-10,US,11,Virginia Union University
13,Delonte West,PG,6-4,180,1983-07-26,US,3,Saint Joseph's
