SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2008,14,LAL,3,Trevor Ariza,SF,6-8,215,1985-06-30,US,3,UCLA
2008,14,LAL,54,Kwame Brown,C,6-11,270,1982-03-10,US,6,
2008,14,LAL,24,Kobe Bryant,SG,6-6,212,1978-08-23,US,11,
2008,14,LAL,17,Andrew Bynum,C,7-0,285,1987-10-27,US,2,
2008,14,LAL,43,Brian Cook,PF,6-9,234,1980-12-04,US,4,Illinois
2008,14,LAL,1,Javaris Crittenton,SG,6-5,200,1987-12-31,US,R,Georgia Tech
2008,14,LAL,6,Maurice Evans,SG,6-5,220,1978-11-08,US,4,"Wichita State, Texas"
2008,14,LAL,5,Jordan Farmar,PG,6-2,180,1986-11-30,US,1,UCLA
2008,14,LAL,2,Derek Fisher,PG,6-1,200,1974-08-09,US,11,Little Rock
2008,14,LAL,16,Pau Gasol,C,7-0,250,1980-07-06,ES,6,
2008,14,LAL,28,Didier Ilunga-Mbenga,C,7-0,245,1980-12-30,CD,3,
2008,14,LAL,11,Coby Karl,SG,6-5,215,1983-03-06,US,R,Boise State
2008,14,LAL,31,Chris Mihm,C,7-0,265,1979-07-16,US,6,Texas
2008,14,LAL,14,Ira Newble,SF,6-7,220,1975-01-20,US,7,Miami University
2008,14,LAL,7,Lamar Odom,PF,6-10,220,1979-11-06,US,8,Rhode Island
2008,14,LAL,10,Vladimir Radmanovic,SF,6-10,227,1980-11-19,BA,6,
2008,14,LAL,21,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,2,Gonzaga
2008,14,LAL,18,Sasha Vujacic,SG,6-7,195,1984-03-08,SI,3,
2008,14,LAL,4,Luke Walton,SF,6-8,235,1980-03-28,US,4,Arizona
