Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,,1123,WSB,None,26.0,NBA,SF,2.0,,72.0,8.0,15.0,0.53,2.5,5.0,0.5,5.5,10.0,0.55,2.0,2.0,1.0,0.5,2.5,3.0,4.0,2.5,1.0,2.0,4.5,20.5
1982,,1123,WSB,None,28.0,NBA,SG,7.0,,159.0,5.2,12.7,0.41,0.9,1.8,0.5,4.3,10.9,0.4,3.6,4.3,0.84,0.5,1.8,2.3,2.5,0.7,0.2,1.4,2.7,14.9
1984,17.0,1123,MIL,Milwaukee Bucks,30.0,NBA,SG,5.0,,27.0,2.7,12.0,0.22,0.0,0.0,,2.7,12.0,0.22,5.3,8.0,0.67,0.0,2.7,2.7,1.3,0.0,0.0,1.3,1.3,10.7
1985,17.0,1123,MIL,Milwaukee Bucks,31.0,NBA,SF,5.0,0.0,28.0,5.1,16.7,0.31,0.0,0.0,,5.1,16.7,0.31,5.1,5.1,1.0,1.3,1.3,2.6,2.6,2.6,0.0,0.0,6.4,15.4
