Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2001,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",22.0,NBA,PF,10,10,399,9.4,22.2,0.42,1.8,6.3,0.28,7.6,15.9,0.48,11.3,12.8,0.88,1.9,9.1,11.0,1.9,1.5,1.1,1.9,5.0,31.8,119,106
2002,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",23.0,NBA,C,8,8,357,10.2,22.9,0.44,2.2,3.9,0.57,8.0,19.0,0.42,9.1,10.3,0.88,2.4,12.3,14.7,2.5,2.2,0.8,3.1,3.8,31.7,115,105
2003,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",24.0,NBA,PF,17,17,722,10.7,22.3,0.48,1.9,4.3,0.44,8.8,18.0,0.49,7.3,8.1,0.91,1.1,12.9,14.0,2.6,1.5,1.1,2.9,3.7,30.7,115,106
2004,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",25.0,NBA,C,5,5,212,10.6,23.5,0.45,1.6,3.5,0.47,8.9,20.0,0.45,8.5,9.9,0.86,3.1,10.8,13.9,1.6,1.6,3.1,1.4,3.8,31.3,125,98
2005,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",26.0,NBA,PF,13,13,551,9.7,24.2,0.4,0.9,2.8,0.33,8.8,21.4,0.41,8.7,10.5,0.83,2.4,10.0,12.4,4.1,1.7,2.0,3.1,4.0,29.1,109,111
2006,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",27.0,NBA,PF,23,23,983,10.8,23.0,0.47,1.3,3.7,0.34,9.5,19.3,0.49,11.3,12.6,0.9,2.6,12.1,14.7,3.7,1.4,0.8,2.7,3.5,34.0,124,103
2007,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",28.0,NBA,PF,6,6,239,7.8,20.3,0.38,0.9,4.1,0.21,6.9,16.2,0.43,9.1,10.8,0.84,5.4,9.3,14.7,3.0,2.4,1.7,3.0,4.3,25.4,111,109
2008,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",29.0,NBA,PF,5,5,211,11.2,23.8,0.47,1.6,4.7,0.33,9.7,19.1,0.51,11.0,13.6,0.81,2.6,13.1,15.7,5.2,0.3,1.8,2.6,3.4,35.0,124,115
2009,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",30.0,NBA,PF,10,10,394,11.9,23.0,0.52,0.8,2.8,0.29,11.1,20.2,0.55,11.7,12.6,0.92,1.6,12.1,13.7,4.2,1.2,1.1,3.1,2.8,36.3,126,112
2010,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",31.0,NBA,PF,6,6,233,13.5,24.7,0.55,0.9,1.6,0.57,12.6,23.1,0.55,9.3,9.8,0.95,1.6,9.8,11.4,4.2,1.2,0.9,2.3,3.5,37.3,130,105
2011,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",32.0,NBA,PF,21,21,826,12.9,26.6,0.48,1.5,3.4,0.46,11.3,23.2,0.49,11.7,12.5,0.94,0.8,10.7,11.5,3.6,0.8,0.9,4.4,3.1,39.1,115,105
2012,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",33.0,NBA,PF,4,4,154,11.7,26.5,0.44,0.3,2.1,0.17,11.3,24.4,0.46,13.1,14.4,0.9,1.0,7.6,8.6,2.4,1.0,0.0,3.4,3.1,36.8,111,113
2014,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",35.0,NBA,PF,7,7,263,10.7,25.0,0.43,0.2,2.4,0.08,10.5,22.6,0.46,5.0,6.2,0.81,1.0,10.1,11.1,2.2,1.2,1.2,3.0,4.0,26.6,96,110
2015,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",36.0,NBA,PF,5,5,181,9.9,21.9,0.45,1.0,4.4,0.24,8.8,17.4,0.51,6.8,7.3,0.93,1.0,12.5,13.5,3.1,0.5,0.5,2.6,4.2,27.6,111,111
2016,7,2161,DAL,Dallas Mavericks,Dirk Nowitzki,"June 19, 1978",37.0,NBA,PF,5,5,170,12.6,25.5,0.49,1.2,3.4,0.36,11.4,22.1,0.51,4.9,5.2,0.94,0.9,6.5,7.4,2.5,0.6,0.9,2.2,2.8,31.4,109,123
