Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,7,2575,DAL,Dallas Mavericks,23.0,NBA,SF,64.0,12.0,969.0,5.3,11.7,0.45,0.1,0.3,0.43,5.2,11.4,0.45,4.1,5.6,0.72,2.6,4.8,7.4,3.3,0.9,0.4,3.1,6.2,14.7
1987,7,2575,DAL,Dallas Mavericks,24.0,NBA,SF,81.0,5.0,1711.0,5.6,11.8,0.47,0.7,1.5,0.48,4.9,10.4,0.47,4.1,5.5,0.74,1.8,4.5,6.4,3.4,1.1,0.3,2.3,4.7,15.9
1988,7,2575,DAL,Dallas Mavericks,25.0,NBA,SF,82.0,4.0,1587.0,5.6,12.2,0.46,0.1,0.7,0.16,5.5,11.5,0.48,4.6,6.0,0.76,2.3,4.0,6.3,3.6,1.0,0.7,2.4,4.3,15.8
1989,31,2575,TOT,Total After Trade,26.0,NBA,PF,69.0,13.0,1850.0,5.3,11.2,0.47,0.1,0.7,0.2,5.2,10.6,0.49,5.3,6.8,0.78,2.5,5.2,7.7,3.5,1.0,0.4,2.6,4.3,16.1
1989,7,2575,DAL,Dallas Mavericks,26.0,NBA,PF,37.0,1.0,845.0,4.8,11.2,0.43,0.1,0.7,0.12,4.7,10.5,0.44,5.4,6.9,0.79,2.4,4.7,7.1,3.7,1.0,0.4,2.4,5.0,15.0
1989,12,2575,IND,Indiana Pacers,26.0,NBA,PF,32.0,12.0,1005.0,5.8,11.3,0.51,0.2,0.7,0.26,5.6,10.6,0.53,5.2,6.8,0.77,2.5,5.7,8.2,3.3,1.0,0.4,2.8,3.7,17.0
1990,12,2575,IND,Indiana Pacers,27.0,NBA,PF,78.0,18.0,2573.0,5.9,11.5,0.52,0.2,0.7,0.35,5.7,10.8,0.53,5.6,6.9,0.82,2.1,6.6,8.7,3.5,0.8,0.2,2.5,3.8,17.7
1991,12,2575,IND,Indiana Pacers,28.0,NBA,PF,82.0,3.0,2632.0,5.9,11.4,0.52,0.2,0.5,0.38,5.7,10.8,0.53,6.0,7.4,0.82,2.4,6.6,9.0,4.1,0.8,0.3,2.4,3.6,18.1
1992,12,2575,IND,Indiana Pacers,29.0,NBA,PF,80.0,4.0,2605.0,6.9,12.8,0.54,0.3,1.0,0.32,6.5,11.8,0.55,5.0,6.1,0.83,2.8,7.8,10.6,4.3,0.9,0.5,2.6,4.0,19.1
1993,12,2575,IND,Indiana Pacers,30.0,NBA,PF,82.0,60.0,3098.0,6.0,12.6,0.48,0.1,0.6,0.15,5.9,12.0,0.49,6.1,7.6,0.8,2.4,6.6,9.1,5.7,0.9,0.3,2.8,3.5,18.2
1994,21,2575,SEA,Seattle Supersonics,31.0,NBA,SF,81.0,80.0,2728.0,5.9,11.9,0.49,0.3,0.9,0.32,5.6,11.0,0.51,4.0,5.1,0.77,1.9,4.1,6.0,3.6,1.0,0.1,2.3,3.6,16.0
1995,21,2575,SEA,Seattle Supersonics,32.0,NBA,SF,82.0,82.0,2886.0,6.5,12.4,0.52,1.2,2.3,0.51,5.3,10.2,0.52,5.5,6.5,0.84,1.7,4.7,6.3,3.9,1.2,0.4,2.2,3.1,19.6
1996,21,2575,SEA,Seattle Supersonics,33.0,NBA,SF,63.0,60.0,2200.0,5.9,12.1,0.49,1.2,2.9,0.41,4.7,9.2,0.51,4.7,6.1,0.78,1.2,4.2,5.4,4.5,0.9,0.1,2.4,2.9,17.7
1997,21,2575,SEA,Seattle Supersonics,34.0,NBA,SF,61.0,60.0,2192.0,5.8,11.9,0.49,0.9,2.6,0.35,4.9,9.2,0.53,4.2,5.2,0.8,1.4,5.0,6.5,4.4,1.0,0.3,2.5,2.5,16.8
1998,21,2575,SEA,Seattle Supersonics,35.0,NBA,SF,78.0,78.0,2742.0,5.7,11.8,0.49,0.8,1.9,0.42,4.9,9.9,0.5,3.9,4.6,0.84,1.8,5.5,7.3,4.5,0.8,0.2,2.2,2.7,16.2
1999,21,2575,SEA,Seattle Supersonics,36.0,NBA,SF,50.0,39.0,1765.0,5.3,11.2,0.47,0.7,1.8,0.4,4.6,9.4,0.49,4.1,5.0,0.82,1.6,6.0,7.5,3.8,0.8,0.5,2.1,3.1,15.3
2001,25,2575,POR,Portland Trail Blazers,38.0,NBA,SF,26.0,0.0,397.0,3.5,8.6,0.41,0.3,0.7,0.38,3.3,7.9,0.41,2.1,2.4,0.85,1.5,5.5,7.1,4.0,0.6,0.3,2.5,3.9,9.4
