Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2018,6,2214,CLE,Cleveland Cavaliers,22.0,NBA,SF,61,672,11.0,0.58,0.47,0.25,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,,0.5,0.4,0.9,0.06,,-2.1,-0.7,-2.9,-0.1
2019,6,2214,CLE,Cleveland Cavaliers,23.0,NBA,SF,76,2444,11.5,0.54,0.44,0.21,2.0,14.8,8.1,12.1,1.2,0.4,11.0,18.6,,1.2,0.2,1.5,0.03,,-1.4,-1.8,-3.2,-0.8
2020,6,2214,CLE,Cleveland Cavaliers,24.0,NBA,SF,65,1910,10.7,0.55,0.53,0.15,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,,1.0,0.6,1.6,0.04,,-1.7,-0.9,-2.6,-0.3
2021,6,2214,CLE,Cleveland Cavaliers,25.0,NBA,SF,16,489,10.8,0.5,0.56,0.13,2.0,11.9,6.8,18.0,1.4,0.6,10.5,21.1,,0.0,0.4,0.4,0.04,,-1.5,-0.8,-2.2,-0.1
