Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,30,1240,WAS,Washington Wizards,22.0,NBA,C,62.0,1266.0,13.7,0.54,0.0,0.72,13.0,16.6,14.8,3.5,0.9,5.3,14.6,12.4,,1.7,1.4,3.1,0.12,,-1.7,0.5,-1.3,0.2
2003,30,1240,WAS,Washington Wizards,23.0,NBA,C,81.0,1930.0,13.5,0.56,0.0,0.72,11.7,13.0,12.4,2.4,0.9,4.6,12.7,12.5,,3.1,1.9,5.0,0.12,,-1.6,-0.2,-1.8,0.1
2004,30,1240,WAS,Washington Wizards,24.0,NBA,C,77.0,1484.0,17.2,0.55,0.0,0.6,13.7,15.6,14.6,5.2,1.1,4.9,14.0,17.0,,2.4,1.4,3.8,0.12,,-0.2,-0.5,-0.7,0.5
2005,30,1240,WAS,Washington Wizards,25.0,NBA,C,68.0,1865.0,16.5,0.59,0.0,0.61,11.8,16.4,14.0,4.9,1.4,4.5,15.1,14.9,,3.2,2.0,5.2,0.13,,-0.5,0.3,-0.1,0.9
2006,30,1240,WAS,Washington Wizards,26.0,NBA,C,79.0,1879.0,13.8,0.54,0.0,0.52,12.0,17.0,14.5,3.9,0.8,4.3,15.5,14.9,,2.0,1.9,3.9,0.1,,-1.5,-0.2,-1.7,0.2
2007,30,1240,WAS,Washington Wizards,27.0,NBA,C,77.0,1740.0,14.2,0.57,0.0,0.59,12.5,19.2,15.8,4.1,1.0,3.9,16.7,13.6,,2.2,1.3,3.4,0.1,,-1.1,-0.8,-1.8,0.1
2008,30,1240,WAS,Washington Wizards,28.0,NBA,C,80.0,2228.0,18.3,0.58,0.0,0.49,14.0,16.4,15.2,5.2,0.7,5.0,12.9,17.3,,4.9,1.9,6.8,0.15,,0.6,-0.8,-0.2,1.0
2009,30,1240,WAS,Washington Wizards,29.0,NBA,C,6.0,175.0,14.9,0.49,0.0,0.42,8.5,21.4,14.8,7.3,1.2,7.0,13.2,17.7,,0.0,0.2,0.2,0.04,,-2.1,0.1,-2.0,0.0
2010,31,1240,TOT,Total After Trade,30.0,NBA,C,77.0,2355.0,16.1,0.59,0.0,0.5,13.5,21.5,17.5,2.8,0.6,5.1,14.2,13.5,,3.7,3.0,6.7,0.14,,-0.3,0.2,-0.1,1.1
2010,30,1240,WAS,Washington Wizards,30.0,NBA,C,49.0,1614.0,16.2,0.59,0.0,0.47,14.1,22.2,18.1,1.7,0.6,4.8,14.2,13.2,,2.6,1.9,4.5,0.13,,-0.2,-0.2,-0.4,0.7
2010,7,1240,DAL,Dallas Mavericks,30.0,NBA,C,28.0,741.0,16.1,0.58,0.01,0.56,12.2,19.9,16.1,5.0,0.6,5.8,14.1,14.0,,1.1,1.1,2.2,0.14,,-0.4,1.0,0.6,0.5
2011,7,1240,DAL,Dallas Mavericks,31.0,NBA,C,72.0,1331.0,11.7,0.53,0.0,0.79,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,,0.8,2.1,2.9,0.1,,-2.5,0.6,-1.9,0.0
2012,7,1240,DAL,Dallas Mavericks,32.0,NBA,C,54.0,1146.0,12.9,0.52,0.0,0.42,13.7,18.0,15.9,2.6,1.1,3.8,14.5,12.8,,1.1,1.6,2.7,0.11,,-2.1,0.2,-1.9,0.0
2013,4,1240,CHA,Charlotte Bobcats,33.0,NBA,C,61.0,1162.0,8.7,0.44,0.0,0.31,12.0,16.7,14.3,3.9,0.7,3.4,16.9,11.5,,-0.2,0.4,0.1,0.01,,-4.2,-1.8,-6.0,-1.2
2015,6,1240,CLE,Cleveland Cavaliers,35.0,NBA,C,22.0,119.0,9.1,0.49,0.0,0.43,5.9,21.9,14.0,2.5,0.9,6.6,21.9,17.3,,-0.2,0.2,0.0,0.01,,-7.0,0.7,-6.3,-0.1
