Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",23.0,NBA,C,78.0,62.0,1962.0,8.2,18.4,0.45,0.0,0.1,0.25,8.2,18.3,0.45,4.5,8.7,0.51,5.0,8.5,13.6,1.4,1.1,2.4,4.9,6.4,20.9,,89.0,107.0
1990,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",24.0,NBA,C,74.0,72.0,2409.0,9.6,19.1,0.5,0.0,0.0,0.0,9.6,19.1,0.5,5.1,8.5,0.59,5.0,10.1,15.1,1.5,1.5,2.4,4.7,5.1,24.2,,99.0,105.0
1991,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",25.0,NBA,C,64.0,59.0,2171.0,8.8,18.3,0.48,0.0,0.1,0.33,8.8,18.2,0.48,5.7,9.3,0.62,4.6,11.2,15.8,2.1,1.1,1.9,4.6,4.7,23.4,,99.0,105.0
1992,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",26.0,NBA,C,79.0,78.0,2800.0,8.1,16.6,0.49,0.0,0.1,0.0,8.1,16.6,0.49,6.5,8.9,0.73,5.4,11.0,16.4,1.9,0.7,2.1,3.8,4.9,22.7,,109.0,108.0
1993,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",27.0,NBA,C,72.0,64.0,2456.0,8.6,17.9,0.48,0.0,0.2,0.12,8.6,17.8,0.48,8.2,11.2,0.74,5.4,12.1,17.5,2.1,0.8,1.7,4.2,5.4,25.5,,109.0,106.0
1994,16,2591,MIA,Miami Heat,Rony Seikaly,"May 10, 1965",28.0,NBA,C,72.0,60.0,2410.0,8.3,17.1,0.49,0.0,0.0,0.0,8.3,17.0,0.49,6.5,9.0,0.72,5.2,10.5,15.7,2.9,1.3,2.1,4.1,5.9,23.1,,108.0,103.0
1995,10,2591,GSW,Golden State Warriors,Rony Seikaly,"May 10, 1965",29.0,NBA,C,36.0,35.0,1035.0,7.7,14.9,0.52,0.0,0.0,,7.7,14.9,0.52,5.3,7.6,0.69,3.6,9.0,12.6,2.1,0.9,1.8,4.9,5.8,20.6,,99.0,111.0
1996,10,2591,GSW,Golden State Warriors,Rony Seikaly,"May 10, 1965",30.0,NBA,C,64.0,60.0,1813.0,8.1,16.1,0.5,0.1,0.1,0.67,8.0,16.0,0.5,5.8,8.0,0.72,4.7,9.4,14.1,2.0,1.1,2.0,5.1,6.2,22.0,,101.0,108.0
1997,22,2591,ORL,Orlando Magic,Rony Seikaly,"May 10, 1965",31.0,NBA,C,74.0,68.0,2615.0,9.6,18.8,0.51,0.0,0.1,0.0,9.6,18.8,0.51,7.4,10.4,0.71,5.7,8.9,14.6,1.9,1.0,2.2,4.5,5.7,26.5,,107.0,105.0
1998,31,2591,TOT,Total After Trade,Rony Seikaly,"May 10, 1965",32.0,NBA,C,56.0,49.0,1636.0,8.4,19.4,0.43,0.0,0.1,0.0,8.4,19.3,0.43,8.2,11.1,0.74,4.9,8.3,13.2,2.6,0.9,1.4,4.9,5.5,25.0,,100.0,104.0
1998,22,2591,ORL,Orlando Magic,Rony Seikaly,"May 10, 1965",32.0,NBA,C,47.0,47.0,1484.0,8.8,20.0,0.44,0.0,0.1,0.0,8.8,19.9,0.44,8.5,11.3,0.75,4.8,8.4,13.3,2.6,0.9,1.4,5.0,5.1,26.1,,101.0,104.0
1998,3,2591,NJN,New Jersey Nets,Rony Seikaly,"May 10, 1965",32.0,NBA,C,9.0,2.0,152.0,4.5,14.2,0.32,0.0,0.0,,4.5,14.2,0.32,5.5,9.4,0.59,5.5,6.9,12.5,2.8,1.0,1.4,4.2,9.4,14.6,,87.0,107.0
1999,3,2591,NJN,New Jersey Nets,Rony Seikaly,"May 10, 1965",33.0,NBA,C,9.0,0.0,88.0,2.4,11.9,0.2,0.0,0.0,,2.4,11.9,0.2,4.2,10.7,0.39,3.0,9.5,12.5,1.2,2.4,3.6,6.0,8.9,8.9,,52.0,98.0
