PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Stephen Curry,21,80,2896,16.3,0.568,0.332,0.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,,3.0,1.6,4.7,0.077,,1.1,-0.5,0.7,2.0
Monta Ellis,24,64,2647,16.7,0.517,0.162,0.276,1.9,9.0,5.4,21.2,2.6,0.7,13.4,29.5,,0.0,1.3,1.3,0.023,,0.1,-1.5,-1.4,0.4
Corey Maggette,30,70,2081,20.3,0.615,0.055999999999999994,0.622,4.9,15.2,10.0,13.2,1.2,0.1,13.0,26.7,,5.6,0.7,6.3,0.14400000000000002,,2.1,-1.8,0.3,1.2
Anthony Morrow,24,69,2018,14.0,0.597,0.43700000000000006,0.162,3.3,11.1,7.1,7.6,1.5,0.6,10.0,17.8,,3.0,0.6,3.5,0.084,,1.2,-1.5,-0.4,0.8
C.J. Watson,25,65,1788,13.8,0.555,0.275,0.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,,2.2,0.9,3.1,0.08199999999999999,,-0.8,0.3,-0.4,0.7
Anthony Tolliver,24,44,1423,13.7,0.532,0.337,0.299,6.5,18.6,12.5,8.6,1.1,1.7,8.3,16.6,,1.8,0.8,2.5,0.085,,-0.3,-1.3,-1.6,0.2
Ronny Turiaf,27,42,872,12.6,0.574,0.006999999999999999,0.534,6.8,17.7,12.2,13.8,1.3,4.4,21.4,11.3,,0.8,0.7,1.4,0.078,,-1.5,1.7,0.1,0.5
Chris Hunter,25,60,783,12.2,0.546,0.018000000000000002,0.318,7.9,16.0,11.9,6.7,0.8,3.2,10.8,15.2,,0.9,0.4,1.3,0.08,,-3.1,-1.0,-4.1,-0.4
Reggie Williams,23,24,782,16.1,0.588,0.325,0.21899999999999997,2.5,13.3,7.8,12.7,1.4,0.5,8.5,18.6,,1.5,0.3,1.7,0.105,,1.2,-1.8,-0.6,0.3
Andris Biedriņš,23,33,763,13.0,0.561,0.0,0.182,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,,0.7,0.9,1.6,0.10099999999999999,,-1.9,1.7,-0.2,0.4
Devean George,32,45,761,11.6,0.56,0.597,0.11199999999999999,3.0,13.8,8.3,5.8,2.6,0.9,6.5,13.0,,0.8,0.5,1.3,0.084,,-0.9,0.1,-0.8,0.2
Vladimir Radmanović,29,33,758,7.9,0.452,0.37200000000000005,0.091,6.2,15.8,10.9,6.9,1.6,0.6,14.0,15.8,,-0.6,0.4,-0.2,-0.012,,-2.9,-1.3,-4.2,-0.4
Anthony Randolph,20,33,749,18.7,0.521,0.016,0.44,10.7,21.4,16.0,8.5,1.8,4.9,11.7,23.9,,0.7,0.8,1.5,0.098,,-0.2,-0.3,-0.6,0.3
Mikki Moore,34,23,406,11.2,0.606,0.0,0.122,7.0,12.0,9.5,12.5,0.6,2.3,18.1,12.2,,0.5,0.1,0.6,0.071,,-1.6,-0.3,-1.9,0.0
Stephen Jackson,31,9,300,14.5,0.499,0.301,0.278,2.2,10.9,6.5,21.3,2.2,1.4,14.8,25.0,,-0.1,0.2,0.0,0.008,,0.2,-1.5,-1.3,0.1
Cartier Martin,25,10,276,7.3,0.46299999999999997,0.35200000000000004,0.239,6.8,12.3,9.5,4.5,1.4,0.0,11.8,17.1,,-0.1,0.1,-0.1,-0.01,,-3.7,-1.5,-5.3,-0.2
Kelenna Azubuike,26,9,231,19.8,0.623,0.307,0.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,,0.6,0.1,0.7,0.14800000000000002,,3.3,-1.1,2.1,0.2
Coby Karl,26,4,108,7.1,0.40399999999999997,0.344,0.188,4.1,12.5,8.2,18.7,1.3,0.7,14.8,16.1,,-0.1,0.0,-0.1,-0.027999999999999997,,-3.8,-0.3,-4.1,-0.1
Acie Law,25,5,66,21.3,0.752,0.214,1.071,0.0,3.4,1.7,15.0,4.3,0.0,8.8,14.7,,0.3,0.0,0.3,0.23600000000000002,,1.4,1.4,2.7,0.1
Raja Bell,33,1,23,20.6,0.917,0.5,0.0,0.0,9.8,4.8,19.5,0.0,0.0,0.0,11.2,,0.1,0.0,0.1,0.256,,8.0,0.7,8.7,0.1
