Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,25,POR,Portland Trail Blazers,Calvin Natt,23,3,,125,21,48,0.44,0,2,0.0,21,46,0.46,0.44,6,10,0.6,9,15,24,2,2,1,10,7,48,2115
1980,25,POR,Portland Trail Blazers,Kermit Washington,28,3,,121,13,26,0.5,0,1,0.0,13,25,0.52,0.5,5,8,0.62,12,19,31,6,1,4,4,9,31,3033
1980,25,POR,Portland Trail Blazers,Ron Brewer,24,3,,106,26,61,0.43,0,3,0.0,26,58,0.45,0.43,5,9,0.56,1,2,3,6,3,1,7,10,57,345
1980,25,POR,Portland Trail Blazers,Billy Ray Bates,23,3,,104,31,59,0.52,2,7,0.29,29,52,0.56,0.54,11,14,0.79,2,8,10,12,5,1,15,13,75,184
1980,25,POR,Portland Trail Blazers,Tom Owens,30,3,,83,14,26,0.54,0,0,,14,26,0.54,0.54,5,8,0.62,13,8,21,2,1,2,5,14,33,2228
1980,25,POR,Portland Trail Blazers,Jim Brewer,28,3,,67,10,10,1.0,0,0,,10,10,1.0,1.0,1,3,0.33,6,10,16,3,5,2,1,6,21,344
1980,25,POR,Portland Trail Blazers,Bob Gross,26,3,,51,3,9,0.33,0,0,,3,9,0.33,0.33,6,6,1.0,1,3,4,4,1,0,3,8,12,1131
1980,25,POR,Portland Trail Blazers,Jim Paxson,22,3,,44,5,16,0.31,0,0,,5,16,0.31,0.31,6,6,1.0,0,4,4,3,2,1,2,2,16,2264
1980,25,POR,Portland Trail Blazers,T.R. Dunn,24,3,,24,2,8,0.25,0,0,,2,8,0.25,0.25,2,2,1.0,1,3,4,4,1,0,1,3,6,804
1980,25,POR,Portland Trail Blazers,Dave Twardzik,29,2,,20,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,1,3,4,2,2,0,3,2,2,2931
