Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,3,NJN,New Jersey Nets,Richard Jefferson,26,12,12,40.8,6.8,14.0,0.48,1.1,3.3,0.32,5.7,10.7,0.53,0.52,5.1,5.5,0.92,0.3,5.3,5.6,2.3,0.8,0.4,2.3,2.0,19.7
2007,3,NJN,New Jersey Nets,Vince Carter,30,12,12,40.6,7.8,19.6,0.4,1.8,4.5,0.39,6.0,15.1,0.4,0.44,5.1,7.3,0.69,1.4,5.4,6.8,5.3,0.9,0.6,3.2,2.9,22.3
2007,3,NJN,New Jersey Nets,Jason Kidd,33,12,12,40.3,5.3,12.3,0.43,2.8,6.8,0.42,2.5,5.6,0.45,0.55,1.1,2.1,0.52,1.9,9.0,10.9,10.9,1.8,0.4,3.4,2.6,14.6
2007,3,NJN,New Jersey Nets,Mikki Moore,31,12,12,33.3,4.7,8.3,0.56,0.0,0.0,,4.7,8.3,0.56,0.56,1.9,2.4,0.79,1.9,3.7,5.6,1.2,0.8,0.6,1.7,3.9,11.3
2007,3,NJN,New Jersey Nets,Jason Collins,28,12,12,27.4,1.0,1.8,0.57,0.0,0.0,,1.0,1.8,0.57,0.57,0.3,0.9,0.36,1.3,2.0,3.3,0.2,0.6,0.3,1.3,3.8,2.3
2007,3,NJN,New Jersey Nets,Bostjan Nachbar,26,12,0,23.4,3.3,7.9,0.42,1.5,4.0,0.38,1.8,3.9,0.47,0.52,1.8,1.8,0.96,0.4,2.5,2.9,1.5,0.6,0.1,1.5,2.5,9.9
2007,3,NJN,New Jersey Nets,Antoine Wright,22,12,0,13.6,1.4,3.0,0.47,0.3,0.5,0.5,1.2,2.5,0.47,0.51,0.8,0.8,0.9,0.4,1.5,1.9,0.1,0.4,0.3,0.4,1.2,3.8
2007,3,NJN,New Jersey Nets,Josh Boone,22,12,0,9.8,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.6,1.0,1.6,0.3,0.1,0.3,0.3,1.3,3.0
2007,3,NJN,New Jersey Nets,Marcus Williams,21,12,0,6.5,1.0,3.0,0.33,0.1,1.1,0.08,0.9,1.9,0.48,0.35,0.3,0.4,0.8,0.3,0.6,0.8,1.1,0.1,0.0,1.0,0.3,2.4
2007,3,NJN,New Jersey Nets,Bernard Robinson,26,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0
2007,3,NJN,New Jersey Nets,Clifford Robinson,40,4,0,5.0,0.3,1.5,0.17,0.3,0.5,0.5,0.0,1.0,0.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.8
2007,3,NJN,New Jersey Nets,Eddie House,28,4,0,4.5,0.5,2.0,0.25,0.3,1.5,0.17,0.3,0.5,0.5,0.31,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,0.5,0.5,1.3
2007,3,NJN,New Jersey Nets,Hassan Adams,22,6,0,1.5,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3
