Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2916,P.J. Tucker,"May 5, 1985",759.0,523.0,22155.0,1980.0,4715.0,0.42,781.0,2172.0,0.36,1199.0,2543.0,0.47,0.5,717.0,954.0,0.75,1166.0,3213.0,4379.0,1073.0,927.0,238.0,747.0,1894.0,5458.0,0
