Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,29,2079,UTA,Utah Jazz,23.0,NBA,PG,50.0,478.0,13.6,0.48,0.14,0.33,5.2,7.4,6.4,27.9,3.2,0.9,19.2,23.4,-0.1,0.7,0.6,0.06,-1.3,0.6,-0.7,0.2
1993,17,2079,MIL,Milwaukee Bucks,24.0,NBA,PG,79.0,2437.0,19.3,0.53,0.13,0.32,4.5,9.0,6.7,38.2,3.6,0.2,16.3,22.4,4.0,2.2,6.1,0.12,2.5,0.4,2.9,3.0
1994,17,2079,MIL,Milwaukee Bucks,25.0,NBA,PG,82.0,2533.0,20.3,0.55,0.16,0.28,3.9,8.2,5.9,36.9,4.0,0.3,15.2,23.1,5.1,2.2,7.2,0.14,3.1,0.8,4.0,3.8
1995,17,2079,MIL,Milwaukee Bucks,26.0,NBA,PG,75.0,2158.0,17.3,0.52,0.3,0.33,2.6,9.5,6.0,37.0,2.7,0.4,17.2,23.1,2.7,1.6,4.3,0.1,2.1,-0.7,1.5,1.9
1996,31,2079,TOT,Total After Trade,27.0,NBA,PG,73.0,1673.0,16.2,0.5,0.25,0.24,1.8,10.4,5.9,35.1,4.3,0.4,16.9,21.3,0.4,2.2,2.5,0.07,-0.7,1.9,1.2,1.3
1996,17,2079,MIL,Milwaukee Bucks,27.0,NBA,PG,9.0,193.0,10.4,0.44,0.35,0.18,3.1,5.8,4.4,28.1,1.7,0.0,14.4,19.7,0.0,0.0,0.0,0.0,-1.8,-1.1,-2.8,0.0
1996,15,2079,VAN,Vancouver Grizzlies,27.0,NBA,PG,64.0,1480.0,16.9,0.5,0.23,0.25,1.6,11.0,6.1,36.0,4.6,0.5,17.2,21.6,0.4,2.1,2.5,0.08,-0.5,2.3,1.8,1.4
1997,8,2079,DEN,Denver Nuggets,28.0,NBA,PG,12.0,114.0,18.1,0.59,0.3,0.36,1.0,9.9,5.5,34.8,4.1,1.2,22.3,19.3,0.2,0.1,0.3,0.12,1.8,3.7,5.5,0.2
1998,16,2079,MIA,Miami Heat,29.0,NBA,PG,82.0,1395.0,15.7,0.52,0.22,0.37,3.4,9.5,6.6,26.4,4.0,0.7,17.6,19.8,1.7,2.4,4.1,0.14,-0.7,2.9,2.2,1.5
1999,3,2079,NJN,New Jersey Nets,30.0,NBA,PG,15.0,401.0,12.3,0.47,0.19,0.23,0.8,9.3,4.8,27.9,2.9,0.4,18.8,17.0,0.1,0.3,0.4,0.05,-2.1,0.5,-1.6,0.0
