Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2000,CHI,Elton Brand,1T,58.0,121,0.479,ROY
2000,HOU,Steve Francis,1T,58.0,121,0.479,ROY
2000,LAC,Lamar Odom,3,3.0,121,0.025,ROY
2000,CLE,Andre Miller,4,2.0,121,0.017,ROY
