Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,20.0,NBA,SG,49.0,3.0,18.1,2.7,6.5,0.42,0.6,1.7,0.34,2.1,4.8,0.44,0.46,0.9,1.2,0.71,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8
2007,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,21.0,NBA,SG,77.0,53.0,34.3,6.2,13.1,0.48,0.5,1.9,0.27,5.7,11.3,0.51,0.5,3.5,4.6,0.76,0.8,2.4,3.2,4.1,1.7,0.3,2.9,2.7,16.5
2008,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,22.0,NBA,SG,81.0,72.0,37.9,8.0,15.1,0.53,0.1,0.6,0.23,7.9,14.5,0.55,0.54,4.0,5.1,0.77,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2
2009,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,23.0,NBA,SG,25.0,25.0,35.7,7.8,17.2,0.45,0.3,1.0,0.31,7.4,16.2,0.46,0.46,3.1,3.8,0.83,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19.0
2010,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,24.0,NBA,SG,64.0,64.0,41.4,9.9,22.0,0.45,1.2,3.6,0.34,8.7,18.4,0.47,0.48,4.6,6.1,0.75,0.7,3.3,4.0,5.3,2.2,0.4,3.8,3.0,25.5
2011,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,25.0,NBA,SG,80.0,80.0,40.3,9.1,20.1,0.45,1.7,4.7,0.36,7.4,15.4,0.48,0.49,4.3,5.4,0.79,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,24.1
2012,31,855,TOT,Total After Trade,Monta Ellis,1985-10-26,26.0,NBA,SG,58.0,58.0,36.6,7.8,17.9,0.43,1.1,3.5,0.31,6.7,14.5,0.46,0.46,3.8,4.7,0.8,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,20.4
2012,10,855,GSW,Golden State Warriors,Monta Ellis,1985-10-26,26.0,NBA,SG,37.0,37.0,36.9,8.2,19.0,0.43,1.4,4.2,0.32,6.9,14.8,0.46,0.47,4.1,5.0,0.81,0.4,3.0,3.4,6.0,1.5,0.3,3.3,2.3,21.9
2012,17,855,MIL,Milwaukee Bucks,Monta Ellis,1985-10-26,26.0,NBA,SG,21.0,21.0,36.0,6.9,16.0,0.43,0.6,2.1,0.27,6.3,13.9,0.46,0.45,3.2,4.2,0.76,0.2,3.3,3.5,5.9,1.4,0.3,2.6,2.5,17.6
2013,17,855,MIL,Milwaukee Bucks,Monta Ellis,1985-10-26,27.0,NBA,SG,82.0,82.0,37.5,7.3,17.5,0.42,1.1,4.0,0.29,6.1,13.5,0.45,0.45,3.5,4.6,0.77,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2
2014,7,855,DAL,Dallas Mavericks,Monta Ellis,1985-10-26,28.0,NBA,SG,82.0,82.0,36.9,7.0,15.6,0.45,0.8,2.5,0.33,6.2,13.0,0.47,0.48,4.1,5.2,0.79,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0
2015,7,855,DAL,Dallas Mavericks,Monta Ellis,1985-10-26,29.0,NBA,SG,80.0,80.0,33.7,7.5,16.9,0.44,1.0,3.6,0.28,6.5,13.4,0.49,0.48,2.9,3.8,0.75,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9
2016,12,855,IND,Indiana Pacers,Monta Ellis,1985-10-26,30.0,NBA,SG,81.0,81.0,33.8,5.4,12.6,0.43,1.1,3.5,0.31,4.3,9.1,0.47,0.47,2.0,2.5,0.79,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,13.8
2017,12,855,IND,Indiana Pacers,Monta Ellis,1985-10-26,31.0,NBA,SG,74.0,33.0,27.0,3.3,7.5,0.44,0.6,1.8,0.32,2.8,5.7,0.48,0.48,1.3,1.7,0.73,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,8.5
