Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1999,15,240,VAN,Vancouver Grizzlies,20.0,NBA,PG,50.0,50.0,1758.0,260.0,605.0,0.43,15.0,74.0,0.2,245.0,531.0,0.46,0.44,127.0,169.0,0.75,30.0,106.0,136.0,325.0,78.0,5.0,146.0,122.0,662.0,,0.0
2001,15,240,VAN,Vancouver Grizzlies,22.0,NBA,PG,82.0,82.0,3190.0,525.0,1157.0,0.45,108.0,285.0,0.38,417.0,872.0,0.48,0.5,143.0,188.0,0.76,47.0,257.0,304.0,685.0,107.0,12.0,248.0,148.0,1301.0,,0.0
2002,26,240,SAC,Sacramento Kings,23.0,NBA,PG,80.0,80.0,2659.0,446.0,985.0,0.45,51.0,138.0,0.37,395.0,847.0,0.47,0.48,155.0,193.0,0.8,37.0,185.0,222.0,403.0,87.0,15.0,134.0,133.0,1098.0,,0.0
2003,26,240,SAC,Sacramento Kings,24.0,NBA,PG,55.0,55.0,1835.0,329.0,700.0,0.47,56.0,137.0,0.41,273.0,563.0,0.48,0.51,161.0,187.0,0.86,34.0,113.0,147.0,285.0,72.0,8.0,127.0,93.0,875.0,,0.0
2004,26,240,SAC,Sacramento Kings,25.0,NBA,PG,82.0,82.0,2980.0,527.0,1170.0,0.45,148.0,378.0,0.39,379.0,792.0,0.48,0.51,304.0,373.0,0.82,67.0,210.0,277.0,444.0,112.0,18.0,175.0,146.0,1506.0,,0.0
2005,26,240,SAC,Sacramento Kings,26.0,NBA,PG,80.0,80.0,3084.0,560.0,1264.0,0.44,131.0,364.0,0.36,429.0,900.0,0.48,0.5,320.0,413.0,0.78,77.0,255.0,332.0,541.0,124.0,30.0,203.0,191.0,1571.0,,1.0
2006,26,240,SAC,Sacramento Kings,27.0,NBA,PG,82.0,82.0,3167.0,597.0,1382.0,0.43,192.0,497.0,0.39,405.0,885.0,0.46,0.5,342.0,403.0,0.85,29.0,211.0,240.0,444.0,82.0,10.0,199.0,169.0,1728.0,,0.0
2007,26,240,SAC,Sacramento Kings,28.0,NBA,PG,82.0,82.0,2784.0,471.0,1166.0,0.4,173.0,481.0,0.36,298.0,685.0,0.44,0.48,288.0,347.0,0.83,39.0,224.0,263.0,388.0,88.0,6.0,197.0,139.0,1403.0,,0.0
2008,31,240,TOT,Total After Trade,29.0,NBA,PG,48.0,44.0,1573.0,248.0,603.0,0.41,93.0,248.0,0.38,155.0,355.0,0.44,0.49,78.0,100.0,0.78,16.0,144.0,160.0,290.0,54.0,4.0,119.0,97.0,667.0,,0.0
2008,26,240,SAC,Sacramento Kings,29.0,NBA,PG,15.0,12.0,473.0,78.0,192.0,0.41,24.0,61.0,0.39,54.0,131.0,0.41,0.47,23.0,31.0,0.74,11.0,45.0,56.0,75.0,19.0,2.0,38.0,34.0,203.0,,0.0
2008,1,240,ATL,Atlanta Hawks,29.0,NBA,PG,33.0,32.0,1100.0,170.0,411.0,0.41,69.0,187.0,0.37,101.0,224.0,0.45,0.5,55.0,69.0,0.8,5.0,99.0,104.0,215.0,35.0,2.0,81.0,63.0,464.0,,0.0
2009,1,240,ATL,Atlanta Hawks,30.0,NBA,PG,79.0,79.0,2740.0,437.0,1005.0,0.44,167.0,428.0,0.39,270.0,577.0,0.47,0.52,135.0,171.0,0.79,38.0,240.0,278.0,392.0,98.0,11.0,128.0,145.0,1176.0,,0.0
2010,1,240,ATL,Atlanta Hawks,31.0,NBA,PG,80.0,80.0,2195.0,268.0,644.0,0.42,126.0,324.0,0.39,142.0,320.0,0.44,0.51,68.0,79.0,0.86,20.0,164.0,184.0,310.0,67.0,3.0,90.0,157.0,730.0,,0.0
2011,31,240,TOT,Total After Trade,32.0,NBA,PG,80.0,68.0,2285.0,248.0,576.0,0.43,153.0,348.0,0.44,95.0,228.0,0.42,0.56,39.0,62.0,0.63,17.0,178.0,195.0,265.0,50.0,9.0,101.0,175.0,688.0,,0.0
2011,1,240,ATL,Atlanta Hawks,32.0,NBA,PG,56.0,56.0,1674.0,192.0,441.0,0.44,113.0,256.0,0.44,79.0,185.0,0.43,0.56,29.0,46.0,0.63,15.0,128.0,143.0,202.0,38.0,6.0,68.0,125.0,526.0,,0.0
2011,30,240,WAS,Washington Wizards,32.0,NBA,PG,2.0,0.0,29.0,1.0,9.0,0.11,0.0,4.0,0.0,1.0,5.0,0.2,0.11,0.0,0.0,,0.0,3.0,3.0,8.0,1.0,0.0,1.0,3.0,2.0,,0.0
2011,16,240,MIA,Miami Heat,32.0,NBA,PG,22.0,12.0,582.0,55.0,126.0,0.44,40.0,88.0,0.46,15.0,38.0,0.4,0.6,10.0,16.0,0.62,2.0,47.0,49.0,55.0,11.0,3.0,32.0,47.0,160.0,,0.0
2012,20,240,NYK,New York Knicks,33.0,NBA,PG,39.0,4.0,557.0,35.0,124.0,0.28,27.0,85.0,0.32,8.0,39.0,0.2,0.39,6.0,8.0,0.75,5.0,54.0,59.0,80.0,21.0,3.0,20.0,45.0,103.0,,0.0
