Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1992,10,GSW,Golden State Warriors,Tim Hardaway,25,4,4,176,8.7,21.9,0.4,2.7,7.9,0.34,6.0,13.9,0.43,6.6,10.1,0.65,1.6,2.5,4.1,7.9,3.6,0.0,3.8,3.8,26.8,,107,116
1992,10,GSW,Golden State Warriors,Chris Mullin,28,4,4,168,7.7,18.0,0.43,1.1,3.4,0.33,6.6,14.6,0.45,3.7,4.0,0.93,0.9,2.6,3.4,3.4,1.4,0.6,2.3,2.3,20.3,,106,120
1992,10,GSW,Golden State Warriors,Billy Owens,22,4,4,157,9.2,17.5,0.53,0.0,0.0,,9.2,17.5,0.53,5.2,8.3,0.63,4.0,6.1,10.1,4.0,2.5,0.6,1.8,4.3,23.6,,120,115
1992,10,GSW,Golden State Warriors,Sarunas Marciulionis,27,4,0,133,9.0,17.0,0.53,0.4,0.7,0.5,8.7,16.3,0.53,12.3,14.8,0.83,1.1,2.2,3.3,7.2,1.1,0.4,1.4,5.4,30.7,,141,122
1992,10,GSW,Golden State Warriors,Chris Gatling,24,4,0,81,10.7,17.2,0.62,0.0,0.0,,10.7,17.2,0.62,8.3,13.1,0.64,5.3,9.5,14.8,0.0,1.2,5.9,0.6,8.3,29.7,,139,111
1992,10,GSW,Golden State Warriors,Mario Elie,28,4,2,80,13.8,21.6,0.64,1.2,1.2,1.0,12.6,20.4,0.62,1.2,1.8,0.67,6.6,6.6,13.2,6.0,3.0,0.0,3.6,6.6,30.1,,128,114
1992,10,GSW,Golden State Warriors,Tyrone Hill,23,4,1,47,3.1,7.2,0.43,0.0,0.0,,3.1,7.2,0.43,0.0,2.0,0.0,3.1,5.1,8.2,1.0,2.0,0.0,3.1,12.3,6.1,,73,117
1992,10,GSW,Golden State Warriors,Alton Lister,33,4,3,47,6.1,15.3,0.4,0.0,0.0,,6.1,15.3,0.4,4.1,5.1,0.8,3.1,8.2,11.3,1.0,0.0,4.1,3.1,9.2,16.4,,94,116
1992,10,GSW,Golden State Warriors,Vincent Askew,25,4,0,30,1.6,12.8,0.12,0.0,0.0,,1.6,12.8,0.12,0.0,0.0,,4.8,1.6,6.4,8.0,0.0,0.0,3.2,4.8,3.2,,65,125
1992,10,GSW,Golden State Warriors,Victor Alexander,22,4,0,24,6.0,10.0,0.6,0.0,0.0,,6.0,10.0,0.6,2.0,2.0,1.0,2.0,10.0,12.0,2.0,4.0,0.0,4.0,16.0,14.0,,102,108
1992,10,GSW,Golden State Warriors,Rod Higgins,32,2,2,17,5.7,14.1,0.4,0.0,5.7,0.0,5.7,8.5,0.67,5.7,5.7,1.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,2.8,17.0,,122,120
