Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2429,270.0,9.0,13.44,1.82,4.35,0.42,0.49,1.56,0.31,1.35,2.79,0.48,0.48,0.7,0.89,0.79,0.44,0.91,1.39,1.04,0.48,0.02,0.77,1.1,4.85
