PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Joe Dumars,33,5,5,214,6.0,16.6,0.361,1.6,6.3,0.261,4.4,10.3,0.42100000000000004,5.2,5.4,0.95,0.5,1.9,2.4,2.7,1.4,0.0,1.6,2.4,18.8,,102,111
Grant Hill,24,5,5,203,12.9,29.6,0.43700000000000006,0.0,0.0,,12.9,29.6,0.43700000000000006,8.0,11.2,0.718,3.7,6.0,9.8,7.7,1.1,1.4,5.5,4.0,33.9,,99,107
Lindsey Hunter,26,5,5,201,8.4,19.1,0.439,3.5,8.4,0.414,4.9,10.7,0.45899999999999996,1.4,2.0,0.7140000000000001,1.2,4.1,5.2,1.7,1.7,0.3,0.3,2.6,21.7,,116,108
Terry Mills,29,5,4,196,7.1,16.3,0.436,2.7,7.7,0.34600000000000003,4.5,8.6,0.517,0.6,1.2,0.5,1.2,9.2,10.4,2.1,1.8,0.0,1.2,4.2,17.5,,106,104
Otis Thorpe,34,5,5,152,8.0,15.7,0.512,0.0,0.0,,8.0,15.7,0.512,2.7,3.4,0.778,4.6,7.7,12.3,1.5,0.8,0.0,3.4,8.0,18.8,,103,108
Aaron McKie,24,5,0,97,4.2,12.0,0.35,0.6,3.0,0.2,3.6,9.0,0.4,0.0,0.0,,0.6,5.4,6.0,6.0,3.6,1.2,1.8,7.2,9.0,,86,102
Grant Long,30,5,0,86,5.4,12.2,0.444,0.0,1.4,0.0,5.4,10.8,0.5,6.1,7.4,0.818,2.7,4.7,7.4,2.0,2.7,0.0,0.0,7.4,16.9,,127,106
Rick Mahorn,38,2,1,18,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,0.0,0.0,0.0,,3.2,0.0,3.2,0.0,0.0,0.0,0.0,16.2,0.0,,37,115
Theo Ratliff,23,3,0,18,9.7,12.9,0.75,0.0,0.0,,9.7,12.9,0.75,6.5,12.9,0.5,6.5,6.5,12.9,3.2,3.2,12.9,9.7,16.2,25.9,,99,91
Michael Curry,28,2,0,7,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,0.0,8.3,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,8.3,16.6,,82,109
Jerome Williams,23,1,0,5,23.3,23.3,1.0,0.0,0.0,,23.3,23.3,1.0,0.0,0.0,,0.0,34.9,34.9,0.0,11.6,0.0,11.6,0.0,46.6,,97,64
Don Reid,23,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,77.7,77.7,1.0,0.0,19.4,19.4,0.0,0.0,0.0,0.0,0.0,77.7,,250,101
