Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1998,28,1933,TOR,Toronto Raptors,18.0,NBA,SF,64.0,1179.0,17.4,0.5,0.1,0.28,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,,1.3,0.7,2.0,0.08,,1.3,-0.7,0.6,0.8
1999,28,1933,TOR,Toronto Raptors,19.0,NBA,SF,49.0,1106.0,20.6,0.5,0.09,0.41,12.4,16.7,14.6,19.1,2.5,4.5,15.0,21.9,,1.8,1.4,3.3,0.14,,2.9,1.1,4.1,1.7
2001,22,1933,ORL,Orlando Magic,21.0,NBA,SG,77.0,3087.0,24.9,0.52,0.1,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,,8.3,3.9,12.2,0.19,,6.5,0.5,7.0,7.0
2002,22,1933,ORL,Orlando Magic,22.0,NBA,SG,76.0,2912.0,25.1,0.53,0.18,0.35,5.7,17.3,11.5,25.8,2.1,1.8,9.4,31.1,,8.1,3.4,11.5,0.19,,6.4,0.4,6.8,6.4
2003,22,1933,ORL,Orlando Magic,23.0,NBA,SG,75.0,2954.0,30.3,0.56,0.25,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,,13.2,2.9,16.1,0.26,,9.8,0.7,10.5,9.3
2004,22,1933,ORL,Orlando Magic,24.0,NBA,SG,67.0,2675.0,25.3,0.53,0.33,0.32,3.9,13.3,8.5,28.3,1.8,1.1,9.1,33.2,,8.1,0.4,8.4,0.15,,7.6,-1.2,6.4,5.7
2005,11,1933,HOU,Houston Rockets,25.0,NBA,SF,78.0,3182.0,22.9,0.53,0.26,0.34,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,,6.5,5.4,12.0,0.18,,5.2,1.5,6.7,6.9
2006,11,1933,HOU,Houston Rockets,26.0,NBA,SF,47.0,1745.0,21.9,0.49,0.23,0.34,3.1,17.2,10.3,28.8,1.8,1.9,9.4,35.0,,1.4,2.7,4.1,0.11,,4.8,0.7,5.4,3.3
2007,11,1933,HOU,Houston Rockets,27.0,NBA,SG,71.0,2539.0,23.2,0.52,0.26,0.33,2.6,14.5,8.6,37.5,1.9,1.1,11.2,35.0,,4.1,4.5,8.6,0.16,,4.9,1.2,6.1,5.2
2008,11,1933,HOU,Houston Rockets,28.0,NBA,SG,66.0,2440.0,18.4,0.49,0.23,0.27,2.0,13.5,7.8,29.6,1.5,0.9,9.8,30.4,,2.0,3.8,5.8,0.12,,2.4,0.5,2.9,3.1
2009,11,1933,HOU,Houston Rockets,29.0,NBA,SG,35.0,1181.0,16.3,0.49,0.24,0.32,2.1,12.7,7.6,25.2,1.9,0.9,11.1,24.5,,0.9,1.8,2.7,0.11,,1.4,0.9,2.3,1.3
2010,31,1933,TOT,Total After Trade,30.0,NBA,SG,30.0,673.0,12.2,0.47,0.27,0.27,3.7,12.4,7.9,22.6,1.1,1.5,14.3,20.6,,0.0,0.3,0.3,0.02,,-0.8,-1.3,-2.2,0.0
2010,11,1933,HOU,Houston Rockets,30.0,NBA,SG,6.0,46.0,12.4,0.44,0.1,0.32,0.0,12.9,6.2,20.9,0.0,3.2,4.4,21.8,,0.0,0.0,0.0,0.05,,-0.2,-0.3,-0.5,0.0
2010,20,1933,NYK,New York Knicks,30.0,NBA,SG,24.0,627.0,12.2,0.47,0.29,0.26,3.9,12.4,8.1,22.7,1.2,1.4,15.1,20.5,,-0.1,0.3,0.2,0.02,,-0.9,-1.4,-2.3,-0.1
2011,9,1933,DET,Detroit Pistons,31.0,NBA,SG,72.0,1686.0,14.9,0.5,0.17,0.25,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,,1.0,1.1,2.1,0.06,,0.1,0.5,0.6,1.1
2012,1,1933,ATL,Atlanta Hawks,32.0,NBA,SF,52.0,837.0,13.6,0.51,0.14,0.36,3.3,18.2,10.8,20.8,1.0,1.4,16.5,18.0,,0.5,1.1,1.6,0.09,,-0.1,0.7,0.6,0.5
