Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,28,685,TOR,Toronto Raptors,21.0,NBA,PF,65.0,17.0,1602.0,215.0,373.0,0.58,0.0,0.0,,215.0,373.0,0.58,0.58,71.0,128.0,0.56,168.0,294.0,462.0,40.0,39.0,67.0,48.0,183.0,501.0
2012,28,685,TOR,Toronto Raptors,22.0,NBA,PF,66.0,9.0,1534.0,172.0,335.0,0.51,0.0,1.0,0.0,172.0,334.0,0.52,0.51,71.0,106.0,0.67,134.0,304.0,438.0,60.0,40.0,63.0,67.0,156.0,415.0
2013,31,685,TOT,Total After Trade,23.0,NBA,"C,PF",81.0,28.0,1631.0,260.0,482.0,0.54,0.0,0.0,,260.0,482.0,0.54,0.54,103.0,167.0,0.62,152.0,308.0,460.0,63.0,38.0,85.0,63.0,191.0,623.0
2013,28,685,TOR,Toronto Raptors,23.0,NBA,C,45.0,24.0,1087.0,186.0,339.0,0.55,0.0,0.0,,186.0,339.0,0.55,0.55,66.0,102.0,0.65,95.0,205.0,300.0,55.0,25.0,38.0,45.0,111.0,438.0
2013,15,685,MEM,Memphis Grizzlies,23.0,NBA,PF,36.0,4.0,544.0,74.0,143.0,0.52,0.0,0.0,,74.0,143.0,0.52,0.52,37.0,65.0,0.57,57.0,103.0,160.0,8.0,13.0,47.0,18.0,80.0,185.0
2014,15,685,MEM,Memphis Grizzlies,24.0,NBA,PF,63.0,4.0,956.0,155.0,290.0,0.53,0.0,0.0,,155.0,290.0,0.53,0.53,47.0,89.0,0.53,92.0,168.0,260.0,27.0,17.0,43.0,40.0,114.0,357.0
2015,14,685,LAL,Los Angeles Lakers,25.0,NBA,PF,79.0,24.0,1840.0,282.0,469.0,0.6,0.0,0.0,,282.0,469.0,0.6,0.6,92.0,189.0,0.49,230.0,370.0,600.0,94.0,49.0,98.0,58.0,202.0,656.0
2016,25,685,POR,Portland Trail Blazers,26.0,NBA,PF,81.0,0.0,1684.0,206.0,337.0,0.61,0.0,0.0,,206.0,337.0,0.61,0.61,114.0,204.0,0.56,224.0,375.0,599.0,88.0,57.0,72.0,64.0,202.0,526.0
2017,25,685,POR,Portland Trail Blazers,27.0,NBA,PF,46.0,12.0,789.0,75.0,142.0,0.53,0.0,0.0,,75.0,142.0,0.53,0.53,50.0,81.0,0.62,96.0,148.0,244.0,26.0,15.0,22.0,37.0,137.0,200.0
2018,25,685,POR,Portland Trail Blazers,28.0,NBA,C,78.0,0.0,1471.0,170.0,292.0,0.58,0.0,1.0,0.0,170.0,291.0,0.58,0.58,74.0,111.0,0.67,183.0,392.0,575.0,40.0,32.0,52.0,66.0,188.0,414.0
2019,3,685,BRK,Brooklyn Nets,29.0,NBA,C,81.0,1.0,1446.0,186.0,302.0,0.62,0.0,2.0,0.0,186.0,300.0,0.62,0.62,100.0,162.0,0.62,216.0,478.0,694.0,61.0,35.0,33.0,64.0,226.0,472.0
2020,29,685,UTA,Utah Jazz,30.0,NBA,C,28.0,1.0,303.0,22.0,46.0,0.48,0.0,0.0,,22.0,46.0,0.48,0.48,7.0,14.0,0.5,35.0,70.0,105.0,12.0,11.0,9.0,13.0,61.0,51.0
2021,18,685,MIN,Minnesota Timberwolves,31.0,NBA,C,12.0,4.0,169.0,11.0,28.0,0.39,0.0,0.0,,11.0,28.0,0.39,0.39,5.0,6.0,0.83,29.0,37.0,66.0,13.0,7.0,6.0,3.0,30.0,27.0
