Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,1,2501,ATL,Atlanta Hawks,24.0,NBA,C,82.0,,2123.0,4.9,8.7,0.56,0.0,0.0,,4.9,8.7,0.56,2.7,3.7,0.71,4.8,8.3,13.1,1.3,0.9,4.1,1.7,5.5,12.4
1981,1,2501,ATL,Atlanta Hawks,25.0,NBA,C,40.0,,1044.0,4.0,7.2,0.55,0.0,0.0,0.0,4.0,7.2,0.56,1.6,2.0,0.81,3.5,6.3,9.9,1.2,1.0,4.0,2.0,5.2,9.6
1982,1,2501,ATL,Atlanta Hawks,26.0,NBA,C,79.0,39.0,2018.0,3.6,6.2,0.58,0.0,0.0,,3.6,6.2,0.58,1.4,2.3,0.61,3.0,7.9,10.9,1.1,0.6,4.0,1.4,5.1,8.6
1983,1,2501,ATL,Atlanta Hawks,27.0,NBA,C,80.0,80.0,2472.0,3.8,7.5,0.51,0.0,0.0,0.0,3.8,7.4,0.51,1.4,2.0,0.73,3.1,7.8,10.8,1.1,0.7,5.0,1.4,4.3,9.0
1984,1,2501,ATL,Atlanta Hawks,28.0,NBA,C,77.0,76.0,2351.0,4.2,8.1,0.52,0.0,0.0,,4.2,8.1,0.52,1.8,2.9,0.62,3.1,6.0,9.1,0.9,0.5,4.2,1.5,4.5,10.2
1985,1,2501,ATL,Atlanta Hawks,29.0,NBA,C,70.0,60.0,1750.0,3.8,7.0,0.55,0.0,0.0,,3.8,7.0,0.55,1.4,1.9,0.72,2.3,6.8,9.1,1.1,0.7,3.4,1.6,4.4,9.0
1986,1,2501,ATL,Atlanta Hawks,30.0,NBA,C,74.0,61.0,1781.0,3.5,7.0,0.5,0.0,0.0,0.0,3.5,7.0,0.5,1.4,1.8,0.77,2.6,6.6,9.3,0.8,0.8,3.4,1.8,4.8,8.4
1987,1,2501,ATL,Atlanta Hawks,31.0,NBA,C,75.0,58.0,1764.0,3.5,6.4,0.55,0.0,0.0,,3.5,6.4,0.55,1.3,1.8,0.72,3.2,6.8,10.0,0.4,0.9,2.9,1.2,4.9,8.3
1988,1,2501,ATL,Atlanta Hawks,32.0,NBA,C,76.0,59.0,1765.0,2.7,5.3,0.51,0.0,0.0,,2.7,5.3,0.51,1.4,1.6,0.88,2.9,6.5,9.4,0.4,0.6,2.7,1.0,4.7,6.9
1989,6,2501,CLE,Cleveland Cavaliers,33.0,NBA,C,60.0,2.0,583.0,3.8,8.5,0.45,0.0,0.1,0.0,3.8,8.5,0.45,0.7,1.2,0.63,2.3,6.2,8.6,1.2,0.7,2.3,1.4,5.5,8.4
1990,6,2501,CLE,Cleveland Cavaliers,34.0,NBA,C,48.0,19.0,674.0,3.0,6.7,0.46,0.0,0.1,0.0,3.0,6.6,0.46,0.6,0.9,0.69,3.1,5.1,8.2,1.3,0.7,2.8,1.9,4.4,6.7
1991,9,2501,DET,Detroit Pistons,35.0,NBA,C,37.0,0.0,202.0,2.5,5.9,0.42,0.0,0.0,,2.5,5.9,0.42,1.4,2.5,0.57,2.3,5.2,7.5,0.7,0.4,3.6,2.7,6.2,6.4
1992,11,2501,HOU,Houston Rockets,36.0,NBA,C,59.0,5.0,697.0,2.4,4.4,0.54,0.0,0.0,,2.4,4.4,0.54,1.3,1.5,0.87,3.2,5.7,8.8,0.8,0.7,3.2,0.9,4.4,6.1
1993,11,2501,HOU,Houston Rockets,37.0,NBA,C,42.0,0.0,247.0,1.6,6.0,0.27,0.0,0.3,0.0,1.6,5.7,0.28,1.3,1.7,0.75,1.7,7.0,8.7,1.5,0.9,2.2,1.3,6.3,4.5
1994,22,2501,ORL,Orlando Magic,38.0,NBA,C,45.0,1.0,384.0,2.7,5.0,0.55,0.0,0.0,,2.7,5.0,0.55,1.7,2.8,0.6,3.1,5.9,9.0,0.8,0.7,3.3,1.2,5.2,7.1
1995,22,2501,ORL,Orlando Magic,39.0,NBA,C,51.0,3.0,478.0,1.5,3.2,0.48,0.0,0.0,,1.5,3.2,0.48,1.6,2.3,0.68,2.3,4.8,7.2,0.7,0.5,2.7,1.7,4.7,4.6
