Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,23,PHI,Philadelphia 76Ers,Moses Malone,29,13,13,505,90,212,0.42,0,1,0.0,90,211,0.43,0.42,82,103,0.8,36,102,138,24,17,22,23,39,262
1985,23,PHI,Philadelphia 76Ers,Maurice Cheeks,28,13,13,483,81,153,0.53,0,5,0.0,81,148,0.55,0.53,36,42,0.86,12,34,46,67,31,5,34,29,198
1985,23,PHI,Philadelphia 76Ers,Andrew Toney,27,13,13,442,83,174,0.48,6,14,0.43,77,160,0.48,0.49,47,61,0.77,8,24,32,66,12,5,50,46,219
1985,23,PHI,Philadelphia 76Ers,Julius Erving,34,13,13,434,84,187,0.45,0,1,0.0,84,186,0.45,0.45,54,63,0.86,29,44,73,48,25,11,37,34,222
1985,23,PHI,Philadelphia 76Ers,Charles Barkley,21,13,2,408,75,139,0.54,4,6,0.67,71,133,0.53,0.55,40,63,0.64,52,92,144,26,23,15,35,49,194
1985,23,PHI,Philadelphia 76Ers,Bobby Jones,33,13,11,309,46,78,0.59,0,0,,46,78,0.59,0.59,14,20,0.7,22,26,48,16,12,15,19,38,106
1985,23,PHI,Philadelphia 76Ers,Clint Richardson,28,13,0,281,53,94,0.56,0,0,,53,94,0.56,0.56,9,10,0.9,14,24,38,27,10,2,17,23,115
1985,23,PHI,Philadelphia 76Ers,Clemon Johnson,28,13,0,165,13,33,0.39,0,1,0.0,13,32,0.41,0.39,16,21,0.76,17,19,36,2,3,6,13,32,42
1985,23,PHI,Philadelphia 76Ers,Sedale Threatt,23,4,0,28,2,7,0.29,0,0,,2,7,0.29,0.29,0,0,,1,0,1,5,1,0,3,2,4
1985,23,PHI,Philadelphia 76Ers,Sam Williams,25,5,0,26,1,6,0.17,0,0,,1,6,0.17,0.17,3,10,0.3,4,8,12,0,0,0,4,2,5
1985,23,PHI,Philadelphia 76Ers,George Johnson,28,5,0,24,5,8,0.62,1,1,1.0,4,7,0.57,0.69,0,0,,3,4,7,0,0,0,1,2,11
1985,23,PHI,Philadelphia 76Ers,Leon Wood,22,5,0,15,4,9,0.44,0,1,0.0,4,8,0.5,0.44,6,8,0.75,0,1,1,2,0,0,3,0,14
