SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,29,UTA,Adrian Dantley,29,10,10,398,79,151,0.52,0,1,0.0,79,150,0.53,0.52,95,122,0.78,25,50,75,20,16,0,36,39,253
1985,29,UTA,Thurl Bailey,23,10,10,375,62,152,0.41,0,0,,62,152,0.41,0.41,45,55,0.82,21,71,92,27,5,18,21,30,169
1985,29,UTA,Darrell Griffith,26,10,10,340,72,158,0.46,13,36,0.36,59,122,0.48,0.5,18,25,0.72,6,23,29,25,12,5,25,21,175
1985,29,UTA,Rickey Green,30,10,10,302,57,106,0.54,1,7,0.14,56,99,0.57,0.54,35,38,0.92,10,20,30,75,12,0,20,23,150
1985,29,UTA,Jeff Wilkins,29,10,0,257,51,118,0.43,0,1,0.0,51,117,0.44,0.43,27,35,0.77,13,50,63,13,4,5,15,27,129
1985,29,UTA,John Stockton,22,10,0,186,21,45,0.47,0,2,0.0,21,43,0.49,0.47,26,35,0.74,7,21,28,43,11,2,16,30,68
1985,29,UTA,Rich Kelley,31,9,5,174,18,38,0.47,0,0,,18,38,0.47,0.47,13,15,0.87,25,32,57,14,7,5,14,32,49
1985,29,UTA,Mark Eaton,28,5,5,158,12,34,0.35,0,0,,12,34,0.35,0.35,5,7,0.71,11,34,45,5,4,29,12,19,29
1985,29,UTA,Fred Roberts,24,10,0,130,19,43,0.44,0,0,,19,43,0.44,0.44,16,20,0.8,6,11,17,9,7,3,14,16,54
1985,29,UTA,Pace Mannion,24,8,0,41,4,12,0.33,0,1,0.0,4,11,0.36,0.33,10,12,0.83,3,4,7,4,1,2,7,5,18
1985,29,UTA,Bob Hansen,24,8,0,34,2,8,0.25,0,0,,2,8,0.25,0.25,5,8,0.62,1,3,4,6,3,0,3,6,9
1985,29,UTA,Billy Paultz,36,5,0,30,3,8,0.38,0,0,,3,8,0.38,0.38,1,4,0.25,3,5,8,2,1,1,2,7,7
