Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2006,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,22.0,NBA,PF,26.0,0.0,159.0,8.0,18.8,0.43,0.0,0.0,,8.0,18.8,0.43,4.9,14.6,0.33,4.2,5.6,9.7,1.0,1.4,1.7,3.8,4.9,20.9,82.0,104.0
2007,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,23.0,NBA,C,67.0,8.0,943.0,7.6,15.3,0.5,0.0,0.0,,7.6,15.3,0.5,4.2,8.0,0.53,5.1,5.7,10.8,0.8,1.7,3.5,3.1,6.4,19.5,101.0,102.0
2008,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,24.0,NBA,C,82.0,7.0,1768.0,7.5,13.9,0.54,0.0,0.0,0.0,7.5,13.8,0.54,5.3,8.4,0.63,5.5,8.0,13.5,1.4,0.7,2.9,2.2,5.7,20.2,117.0,103.0
2009,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,25.0,NBA,C,78.0,4.0,1408.0,7.2,12.6,0.57,0.0,0.0,0.0,7.2,12.5,0.58,3.3,6.2,0.53,6.6,6.1,12.7,0.9,1.0,2.5,1.8,6.2,17.8,120.0,108.0
2010,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,26.0,NBA,C,76.0,29.0,1550.0,7.4,14.5,0.51,0.0,0.0,0.0,7.4,14.5,0.51,3.1,5.4,0.57,5.6,8.4,14.0,1.4,1.3,1.3,2.4,6.1,17.9,109.0,110.0
2011,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,27.0,NBA,PF,57.0,14.0,930.0,5.4,10.9,0.49,0.0,0.0,,5.4,10.9,0.49,3.0,5.7,0.52,3.8,6.2,10.0,1.0,1.4,1.2,2.5,5.3,13.7,99.0,112.0
2012,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,28.0,NBA,PF,65.0,42.0,1466.0,6.7,14.1,0.48,0.0,0.1,0.0,6.7,14.0,0.48,2.1,3.9,0.55,4.6,7.6,12.2,1.5,1.2,1.8,2.6,5.5,15.6,99.0,106.0
2013,9,1882,DET,Detroit Pistons,Jason Maxiell,1983-02-18,29.0,NBA,PF,72.0,71.0,1789.0,6.0,13.5,0.45,0.0,0.0,,6.0,13.5,0.45,2.7,4.3,0.62,4.0,8.1,12.1,1.6,0.9,2.8,2.4,5.1,14.7,98.0,107.0
2014,22,1882,ORL,Orlando Magic,Jason Maxiell,1983-02-18,30.0,NBA,PF,34.0,13.0,488.0,4.9,11.0,0.45,0.0,0.0,,4.9,11.0,0.45,1.6,3.3,0.48,2.9,6.1,9.0,0.9,0.8,2.1,1.5,4.9,11.4,95.0,108.0
2015,4,1882,CHO,Charlotte Hornets,Jason Maxiell,1983-02-18,31.0,NBA,PF,61.0,0.0,878.0,4.8,11.3,0.42,0.0,0.0,,4.8,11.3,0.42,2.4,4.2,0.58,5.1,6.9,11.9,1.1,1.1,2.6,1.7,5.6,11.9,99.0,103.0
