SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016,28,TOR,Kyle Lowry,29,77,2851,22.2,0.58,0.46,0.41,2.2,12.3,7.3,29.9,2.9,1.0,13.7,26.1,8.0,3.7,11.6,0.2,4.7,1.1,5.8,5.7
2016,28,TOR,DeMar DeRozan,26,78,2804,21.5,0.55,0.1,0.47,2.7,11.5,7.1,20.8,1.5,0.6,9.5,29.8,7.5,2.4,9.9,0.17,3.2,-0.7,2.5,3.2
2016,28,TOR,Cory Joseph,24,80,2046,12.4,0.51,0.19,0.3,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17.0,1.8,1.7,3.5,0.08,-1.1,-0.1,-1.2,0.4
2016,28,TOR,Patrick Patterson,26,79,2020,10.6,0.53,0.59,0.07,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2.0,3.6,0.09,-0.1,0.0,-0.1,1.0
2016,28,TOR,Bismack Biyombo,23,82,1808,14.9,0.59,0.0,0.78,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,2.8,3.1,5.9,0.16,-1.3,1.1,-0.2,0.8
2016,28,TOR,Terrence Ross,24,73,1747,12.9,0.55,0.54,0.1,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1.0
2016,28,TOR,Luis Scola,35,76,1636,13.6,0.52,0.27,0.14,6.0,19.0,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.1,-0.8,-0.3,-1.1,0.4
2016,28,TOR,Jonas Valanciunas,23,60,1557,22.6,0.61,0.0,0.4,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,6.9,0.21,2.1,-0.5,1.7,1.4
2016,28,TOR,James Johnson,28,57,926,11.4,0.53,0.28,0.28,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,0.3,1.0,1.3,0.07,-1.5,0.5,-1.0,0.2
2016,28,TOR,DeMarre Carroll,29,26,786,11.9,0.49,0.44,0.18,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,0.2,1.0,1.2,0.07,-0.8,1.1,0.3,0.5
2016,28,TOR,Norman Powell,22,49,725,13.3,0.54,0.39,0.23,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.1,-0.5,0.3,-0.3,0.3
2016,28,TOR,Jason Thompson,29,19,292,14.7,0.57,0.23,0.33,8.8,22.4,15.7,5.3,1.4,3.4,9.6,13.0,0.6,0.4,1.0,0.16,-1.2,0.6,-0.6,0.1
2016,28,TOR,Delon Wright,23,27,229,17.8,0.54,0.16,0.44,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,0.3,0.2,0.6,0.12,1.1,-0.3,0.9,0.2
2016,28,TOR,Lucas Nogueira,23,29,225,15.6,0.64,0.07,0.34,9.3,14.0,11.7,4.9,2.8,4.4,17.9,12.4,0.3,0.4,0.7,0.15,-1.7,1.7,0.0,0.1
2016,28,TOR,Anthony Bennett,22,19,84,10.4,0.45,0.52,0.37,8.3,22.8,15.7,0.0,3.1,0.0,11.3,19.2,0.0,0.1,0.1,0.05,-2.9,-1.1,-3.9,0.0
2016,28,TOR,Bruno Caboclo,20,6,43,-7.7,0.12,0.58,0.0,2.7,2.6,2.7,3.2,2.4,1.9,25.0,16.9,-0.3,0.0,-0.3,-0.28,-14.0,-3.6,-17.6,-0.2
