SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2016,8,DEN,Gary Harris,21,76,2439,12.7,0.57,0.39,0.17,2.4,7.7,5.0,9.5,2.0,0.6,10.6,16.5,,2.8,1.2,4.0,0.08,,-0.6,-0.2,-0.9,0.7
2016,8,DEN,Will Barton,25,82,2353,16.0,0.54,0.33,0.27,2.7,20.0,11.2,14.4,1.5,1.3,11.2,23.0,,2.4,1.9,4.3,0.09,,1.2,-0.4,0.8,1.7
2016,8,DEN,Emmanuel Mudiay,19,68,2068,9.9,0.44,0.26,0.23,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,,-3.3,1.2,-2.1,-0.05,,-2.3,-1.9,-4.2,-1.2
2016,8,DEN,Danilo Gallinari,27,53,1839,19.0,0.58,0.34,0.62,3.1,14.0,8.5,11.8,1.1,0.8,8.0,23.0,,5.5,0.9,6.3,0.16,,3.4,-0.7,2.7,2.2
2016,8,DEN,Nikola JokiA,20,80,1733,21.5,0.58,0.14,0.32,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,,4.5,2.2,6.7,0.18,,2.6,1.3,3.9,2.6
2016,8,DEN,Kenneth Faried,26,67,1694,21.0,0.58,0.0,0.36,15.1,23.0,19.0,8.1,0.9,2.9,11.2,21.0,,4.0,1.5,5.5,0.16,,1.7,-1.4,0.3,1.0
2016,8,DEN,Darrell Arthur,27,70,1516,12.5,0.51,0.24,0.11,6.2,15.4,10.7,10.0,1.8,2.6,11.4,16.7,,1.0,1.3,2.3,0.07,,-1.3,0.5,-0.8,0.4
2016,8,DEN,Randy Foye,32,54,1070,7.8,0.46,0.51,0.14,1.6,9.4,5.4,15.6,1.2,1.2,14.1,16.8,,-0.5,0.4,0.0,-0.0,,-3.0,-0.8,-3.7,-0.5
2016,8,DEN,Joffrey Lauvergne,24,59,1041,15.7,0.57,0.14,0.18,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,,1.6,0.7,2.3,0.1,,-0.3,-1.3,-1.6,0.1
2016,8,DEN,Jameer Nelson,33,39,1036,9.5,0.46,0.47,0.11,2.0,10.4,6.2,27.3,1.2,0.4,17.0,16.4,,0.1,0.4,0.5,0.02,,-2.2,-0.8,-3.0,-0.3
2016,8,DEN,D.J. Augustin,28,28,659,18.0,0.6,0.47,0.41,0.5,8.4,4.4,32.0,1.9,0.2,16.6,21.5,,1.6,0.3,1.9,0.14,,2.7,-1.6,1.1,0.5
2016,8,DEN,Jusuf NurkiA,21,32,547,16.0,0.46,0.01,0.41,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,,-0.5,0.9,0.4,0.03,,-3.6,0.7,-2.9,-0.1
2016,8,DEN,JaKarr Sampson,22,26,469,9.3,0.53,0.25,0.22,3.7,10.8,7.2,5.1,1.3,3.0,13.1,13.5,,0.1,0.3,0.4,0.04,,-3.2,-0.4,-3.6,-0.2
2016,8,DEN,Mike Miller,35,47,373,6.5,0.51,0.84,0.0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,,0.1,0.3,0.3,0.04,,-3.8,1.3,-2.5,0.0
2016,8,DEN,J.J. Hickson,27,20,305,15.8,0.51,0.0,0.54,7.9,24.0,15.8,8.7,1.6,3.2,10.6,21.6,,0.1,0.4,0.5,0.08,,-1.6,0.4,-1.1,0.1
2016,8,DEN,Axel Toupane,23,21,305,7.1,0.49,0.57,0.24,2.9,8.5,5.6,7.0,1.2,1.6,7.2,12.0,,0.2,0.1,0.3,0.05,,-3.6,-1.0,-4.7,-0.2
2016,8,DEN,Kostas Papanikolaou,25,26,294,6.0,0.46,0.48,0.21,3.0,12.3,7.5,7.8,2.2,1.4,22.5,13.9,,-0.4,0.2,-0.1,-0.02,,-4.7,0.2,-4.5,-0.2
2016,8,DEN,Sean Kilpatrick,26,8,82,8.0,0.55,0.81,0.38,2.7,5.5,4.1,5.4,1.2,0.0,14.0,15.2,,0.0,0.0,0.1,0.04,,-2.3,-1.4,-3.8,0.0
2016,8,DEN,Erick Green,24,3,7,0.9,0.0,1.0,0.0,0.0,16.1,7.9,18.3,0.0,0.0,0.0,6.2,,0.0,0.0,0.0,-0.08,,-7.4,-1.1,-8.5,0.0
