Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1983,6,137,CLE,Cleveland Cavaliers,22.0,NBA,PG,68.0,3.0,990.0,161.0,373.0,0.43,0.0,14.0,0.0,161.0,359.0,0.45,0.43,64.0,84.0,0.76,17.0,79.0,96.0,167.0,54.0,5.0,118.0,74.0,386.0,,0.0
1984,6,137,CLE,Cleveland Cavaliers,23.0,NBA,PG,76.0,19.0,1712.0,257.0,607.0,0.42,2.0,17.0,0.12,255.0,590.0,0.43,0.42,157.0,198.0,0.79,49.0,107.0,156.0,333.0,78.0,4.0,170.0,113.0,673.0,,0.0
1985,6,137,CLE,Cleveland Cavaliers,24.0,NBA,PG,81.0,65.0,2401.0,338.0,693.0,0.49,3.0,26.0,0.12,335.0,667.0,0.5,0.49,125.0,167.0,0.75,54.0,237.0,291.0,697.0,129.0,5.0,207.0,132.0,804.0,,1.0
1986,6,137,CLE,Cleveland Cavaliers,25.0,NBA,PG,78.0,77.0,2472.0,366.0,865.0,0.42,9.0,37.0,0.24,357.0,828.0,0.43,0.43,170.0,215.0,0.79,76.0,199.0,275.0,735.0,122.0,10.0,239.0,165.0,911.0,,1.0
1987,6,137,CLE,Cleveland Cavaliers,26.0,NBA,PG,72.0,67.0,2182.0,312.0,732.0,0.43,31.0,103.0,0.3,281.0,629.0,0.45,0.45,113.0,136.0,0.83,55.0,197.0,252.0,379.0,91.0,7.0,163.0,114.0,768.0,,0.0
1988,3,137,NJN,New Jersey Nets,27.0,NBA,PG,82.0,74.0,2774.0,393.0,896.0,0.44,47.0,161.0,0.29,346.0,735.0,0.47,0.46,148.0,180.0,0.82,61.0,196.0,257.0,479.0,110.0,10.0,201.0,162.0,981.0,,1.0
1989,3,137,NJN,New Jersey Nets,28.0,NBA,PG,68.0,20.0,1642.0,200.0,481.0,0.42,11.0,54.0,0.2,189.0,427.0,0.44,0.43,89.0,123.0,0.72,36.0,108.0,144.0,391.0,72.0,5.0,159.0,117.0,500.0,,0.0
1990,2,137,BOS,Boston Celtics,29.0,NBA,PG,54.0,17.0,1095.0,100.0,218.0,0.46,1.0,18.0,0.06,99.0,200.0,0.5,0.46,29.0,39.0,0.74,26.0,63.0,89.0,296.0,40.0,4.0,90.0,77.0,230.0,,0.0
1992,2,137,BOS,Boston Celtics,31.0,NBA,PG,73.0,59.0,1742.0,223.0,506.0,0.44,10.0,42.0,0.24,213.0,464.0,0.46,0.45,68.0,95.0,0.72,38.0,123.0,161.0,480.0,57.0,4.0,148.0,123.0,524.0,,0.0
1993,2,137,BOS,Boston Celtics,32.0,NBA,PG,10.0,0.0,97.0,9.0,25.0,0.36,0.0,1.0,0.0,9.0,24.0,0.38,0.36,5.0,6.0,0.83,1.0,6.0,7.0,20.0,2.0,0.0,17.0,11.0,23.0,,0.0
1994,1,137,ATL,Atlanta Hawks,33.0,NBA,PG,3.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,,0.0
