SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1996,25,POR,Rod Strickland,29,5,5,202,10.2,23.1,0.44,1.7,3.3,0.5,8.5,19.8,0.43,6.3,9.9,0.64,3.3,5.2,8.5,11.6,1.4,0.0,3.3,3.9,28.3,,115,115
1996,25,POR,Clifford Robinson,29,5,5,181,6.4,18.7,0.34,1.8,7.1,0.26,4.6,11.7,0.4,8.6,11.4,0.76,1.2,4.3,5.5,2.5,2.1,1.5,4.9,5.8,23.3,,93,112
1996,25,POR,Arvydas Sabonis,31,5,5,177,11.0,25.4,0.43,1.6,2.8,0.56,9.4,22.6,0.42,13.5,18.8,0.72,3.8,12.2,16.0,2.8,1.3,0.9,3.1,5.3,37.0,,115,109
1996,25,POR,Harvey Grant,30,5,5,164,4.4,12.9,0.34,0.3,2.4,0.14,4.1,10.5,0.39,0.0,1.4,0.0,1.7,5.1,6.8,1.4,0.0,0.7,1.0,5.4,9.1,,78,117
1996,25,POR,Aaron McKie,23,5,4,134,4.6,12.4,0.37,0.8,3.3,0.25,3.7,9.1,0.41,2.9,3.7,0.78,1.7,5.8,7.5,3.7,2.5,0.8,3.7,5.4,12.9,,88,111
1996,25,POR,Buck Williams,35,5,1,133,3.8,9.6,0.39,0.4,0.8,0.5,3.3,8.8,0.38,2.1,2.9,0.71,5.4,5.0,10.4,0.4,0.4,1.7,2.1,7.5,10.0,,98,115
1996,25,POR,Chris Dudley,30,5,0,92,3.0,7.9,0.38,0.0,0.0,,3.0,7.9,0.38,2.4,3.6,0.67,5.4,10.9,16.3,0.6,1.2,1.2,2.4,10.9,8.5,,94,110
1996,25,POR,Dontonio Wingfield,21,5,0,62,7.2,18.8,0.38,5.4,9.0,0.6,1.8,9.9,0.18,1.8,5.4,0.33,9.0,3.6,12.5,3.6,0.0,0.0,2.7,9.0,21.5,,111,118
1996,25,POR,Rumeal Robinson,29,5,0,43,10.3,24.6,0.42,5.2,11.6,0.44,5.2,12.9,0.4,1.3,5.2,0.25,0.0,2.6,2.6,3.9,3.9,0.0,3.9,10.3,27.1,,95,111
1996,25,POR,James Robinson,25,2,0,26,6.4,21.4,0.3,4.3,12.8,0.33,2.1,8.5,0.25,0.0,0.0,,0.0,2.1,2.1,6.4,2.1,2.1,6.4,8.5,17.1,,74,113
1996,25,POR,Gary Trent,21,2,0,10,5.6,22.2,0.25,0.0,0.0,,5.6,22.2,0.25,0.0,0.0,,0.0,5.6,5.6,0.0,5.6,0.0,0.0,16.7,11.1,,60,105
1996,25,POR,Elmore Spencer,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,122
