Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1996,12,IND,Indiana Pacers,Mark Jackson,30,5,5,186,5.6,15.8,0.35,1.2,5.6,0.22,4.3,10.2,0.42,4.0,5.3,0.76,0.9,6.8,7.8,9.3,1.9,0.0,4.0,2.8,16.5,,100,105
1996,12,IND,Indiana Pacers,Dale Davis,26,5,5,184,5.0,9.7,0.52,0.0,0.0,,5.0,9.7,0.52,1.3,3.5,0.36,6.3,11.3,17.6,1.3,0.9,1.9,3.1,5.0,11.3,,97,101
1996,12,IND,Indiana Pacers,Derrick McKey,29,5,5,180,7.7,18.3,0.42,1.6,3.8,0.42,6.1,14.4,0.42,3.5,4.2,0.85,2.6,8.0,10.6,3.2,2.2,0.3,4.5,6.4,20.5,,99,102
1996,12,IND,Indiana Pacers,Rik Smits,29,5,5,166,14.6,26.8,0.55,0.0,0.0,,14.6,26.8,0.55,3.8,4.9,0.79,4.5,8.3,12.9,2.8,0.7,0.7,4.9,7.0,33.0,,110,105
1996,12,IND,Indiana Pacers,Ricky Pierce,36,5,4,133,6.9,20.4,0.34,0.9,3.5,0.25,6.1,16.9,0.36,7.4,8.7,0.85,1.3,0.4,1.7,6.5,3.5,0.4,5.2,5.6,22.1,,96,106
1996,12,IND,Indiana Pacers,Antonio Davis,27,5,0,127,5.9,11.4,0.52,0.0,0.0,,5.9,11.4,0.52,5.9,6.8,0.87,5.5,8.6,14.1,1.4,1.4,2.7,4.5,5.5,17.7,,109,102
1996,12,IND,Indiana Pacers,Travis Best,23,5,0,84,7.6,15.1,0.5,0.7,4.1,0.17,6.9,11.0,0.62,4.1,4.8,0.86,2.1,5.5,7.6,6.2,4.1,0.0,6.9,6.9,19.9,,97,101
1996,12,IND,Indiana Pacers,Duane Ferrell,30,5,0,69,5.9,15.9,0.37,0.0,0.0,,5.9,15.9,0.37,3.3,6.7,0.5,5.0,2.5,7.5,2.5,3.3,0.0,3.3,8.4,15.1,,89,105
1996,12,IND,Indiana Pacers,Haywoode Workman,30,5,0,53,7.6,17.4,0.44,3.3,5.4,0.6,4.4,12.0,0.36,2.2,2.2,1.0,1.1,2.2,3.3,2.2,2.2,0.0,2.2,5.4,20.7,,116,108
1996,12,IND,Indiana Pacers,Reggie Miller,30,1,1,31,13.0,31.7,0.41,3.7,11.2,0.33,9.3,20.5,0.46,24.2,27.9,0.87,1.9,0.0,1.9,1.9,1.9,0.0,0.0,1.9,54.0,,146,111
1996,12,IND,Indiana Pacers,Eddie Johnson,36,1,0,9,0.0,32.1,0.0,0.0,12.8,0.0,0.0,19.2,0.0,0.0,0.0,,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,,14,115
1996,12,IND,Indiana Pacers,Adrian Caldwell,29,1,0,3,19.2,19.2,1.0,0.0,0.0,,19.2,19.2,1.0,0.0,0.0,,0.0,19.2,19.2,0.0,0.0,0.0,0.0,0.0,38.5,,200,98
