Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,27,2635,SAS,San Antonio Spurs,26.0,NBA,SG,3.0,0.0,26.0,4.0,10.0,0.4,2.0,3.0,0.67,2.0,7.0,0.29,0.5,1.0,2.0,0.5,3.0,1.0,4.0,2.0,2.0,0.0,1.0,4.0,11.0
2017,27,2635,SAS,San Antonio Spurs,27.0,NBA,SG,15.0,4.0,306.0,62.0,136.0,0.46,13.0,37.0,0.35,49.0,99.0,0.5,0.5,21.0,31.0,0.68,9.0,19.0,28.0,29.0,9.0,2.0,11.0,30.0,158.0
2019,23,2635,PHI,Philadelphia 76Ers,29.0,NBA,SF,7.0,0.0,52.0,10.0,30.0,0.33,2.0,10.0,0.2,8.0,20.0,0.4,0.37,3.0,4.0,0.75,2.0,7.0,9.0,2.0,1.0,0.0,6.0,2.0,25.0
