Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2009,23,2731,PHI,Philadelphia 76Ers,Marreese Speights,1987-08-04,21.0,NBA,C,79.0,2.0,1263.0,10.6,21.2,0.5,0.1,0.3,0.25,10.6,20.9,0.51,4.3,5.6,0.77,5.2,7.2,12.4,1.3,1.1,2.4,1.9,7.6,25.7,115.0,107.0
2010,23,2731,PHI,Philadelphia 76Ers,Marreese Speights,1987-08-04,22.0,NBA,C,62.0,1.0,1016.0,10.9,22.9,0.48,0.0,0.3,0.0,10.9,22.7,0.48,5.6,7.5,0.74,4.4,8.6,13.0,1.9,1.5,1.8,2.6,7.8,27.4,107.0,109.0
2011,23,2731,PHI,Philadelphia 76Ers,Marreese Speights,1987-08-04,23.0,NBA,C,64.0,1.0,734.0,10.3,20.8,0.5,0.1,0.3,0.25,10.2,20.5,0.5,3.9,5.2,0.75,4.6,10.4,15.0,2.1,0.6,1.4,2.9,8.6,24.5,105.0,104.0
2012,15,2731,MEM,Memphis Grizzlies,Marreese Speights,1987-08-04,24.0,NBA,PF,60.0,54.0,1345.0,8.7,19.2,0.45,0.0,0.1,0.0,8.7,19.1,0.46,3.3,4.3,0.77,5.2,9.5,14.7,1.9,0.8,1.1,2.9,5.8,20.7,102.0,102.0
2013,31,2731,TOT,Total After Trade,Marreese Speights,1987-08-04,25.0,NBA,C,79.0,3.0,1300.0,10.6,23.8,0.44,0.1,0.4,0.3,10.5,23.4,0.45,5.5,7.1,0.77,6.0,9.8,15.7,1.9,1.0,2.2,3.3,7.1,26.8,103.0,104.0
2013,15,2731,MEM,Memphis Grizzlies,Marreese Speights,1987-08-04,25.0,NBA,C,40.0,2.0,579.0,9.9,23.2,0.43,0.2,0.5,0.4,9.7,22.7,0.43,4.5,6.3,0.72,7.1,10.6,17.7,1.7,0.9,2.5,3.3,8.1,24.6,101.0,98.0
2013,6,2731,CLE,Cleveland Cavaliers,Marreese Speights,1987-08-04,25.0,NBA,C,39.0,1.0,721.0,11.1,24.3,0.46,0.1,0.4,0.2,11.0,24.0,0.46,6.3,7.8,0.81,5.0,9.2,14.2,2.1,1.0,1.9,3.2,6.4,28.6,105.0,108.0
2014,10,2731,GSW,Golden State Warriors,Marreese Speights,1987-08-04,26.0,NBA,C,79.0,3.0,982.0,9.9,22.5,0.44,0.4,1.6,0.26,9.5,20.9,0.46,5.6,6.8,0.82,5.1,9.6,14.7,1.6,0.5,1.7,3.4,7.5,25.8,102.0,103.0
2015,10,2731,GSW,Golden State Warriors,Marreese Speights,1987-08-04,27.0,NBA,C,76.0,9.0,1207.0,12.9,26.1,0.49,0.2,0.7,0.28,12.7,25.4,0.5,6.1,7.2,0.84,4.4,8.7,13.2,2.9,0.8,1.4,3.3,7.6,32.0,108.0,102.0
2016,10,2731,GSW,Golden State Warriors,Marreese Speights,1987-08-04,28.0,NBA,C,72.0,0.0,832.0,11.4,26.5,0.43,1.4,3.6,0.39,10.0,22.9,0.44,5.5,6.6,0.82,4.5,9.4,13.9,3.5,1.1,2.0,3.8,6.8,29.7,102.0,103.0
2017,13,2731,LAC,Los Angeles Clippers,Marreese Speights,1987-08-04,29.0,NBA,C,82.0,2.0,1286.0,9.5,21.3,0.44,4.0,10.8,0.37,5.5,10.5,0.52,4.7,5.3,0.88,3.4,11.1,14.5,2.5,0.9,1.6,2.7,8.9,27.6,114.0,106.0
2018,22,2731,ORL,Orlando Magic,Marreese Speights,1987-08-04,30.0,NBA,C,52.0,3.0,675.0,10.0,25.3,0.4,6.2,16.9,0.37,3.8,8.4,0.45,2.9,4.0,0.73,1.5,8.1,9.6,2.9,0.6,1.6,2.9,7.7,29.2,101.0,111.0
